date_time,x1646500,x1645000,x1644000,x1643000,x1638500,x1636500,x1619500,x1616500,x1614500,x1613000,x1611500,x1610155,x1610000,x1609000,x1608500,x1604500,x1603000,x1601500,x1598500,x1595800,x1597500,x1595500,x1596500
2017-04-01 0:00,20700,608,1560,5000,12700,1860,326,883,1240,7890,778,613,8280,724,2180,645,4030,1190,1760,1170,422,1820,320
2017-04-01 1:00,20800,563,1560,5400,12700,1870,313,975,1280,8100,797,608,8440,724,2230,650,4030,1180,1750,1160,422,1880,303
2017-04-01 2:00,20700,515,1520,5760,12700,1880,304,1040,1300,8310,829,594,8590,720,2270,666,4010,1160,1750,1160,422,1910,311
2017-04-01 3:00,20700,506,1460,6040,12700,1900,300,1090,1280,8530,875,589,8720,709,2320,666,4000,1170,1760,1170,422,1930,329
2017-04-01 4:00,20700,497,1400,6200,12700,1920,300,1120,1260,8720,930,584,8790,695,2390,661,3990,1180,1750,1170,422,1940,329
2017-04-01 5:00,20700,484,1320,6240,12800,1950,309,1110,1240,9010,1010,579,8850,677,2460,656,3970,1190,1760,1170,422,1910,329
2017-04-01 6:00,20500,462,1240,6200,12800,1980,326,1080,1210,9230,1130,575,8890,662,2540,656,3970,1200,1740,1170,422,1900,329
2017-04-01 7:00,20500,449,1180,6040,12900,2020,344,1040,1190,9510,1270,575,8940,652,2640,645,3970,1210,1750,1170,477,1880,339
2017-04-01 8:00,20500,431,1130,5800,13000,2070,362,988,1190,9780,1410,570,8960,641,2750,645,3970,1250,1830,1170,477,1860,353
2017-04-01 9:00,20500,418,1080,5500,13100,2170,376,938,1170,10000,1510,570,9000,634,2860,645,3990,1260,1810,1410,482,1840,348
2017-04-01 10:00,20700,404,1040,5160,13200,2300,381,898,1160,10300,1600,565,9020,634,2960,645,4000,1250,1870,1510,482,1820,348
2017-04-01 11:00,20700,400,989,4830,13300,2450,386,861,1140,10600,1670,560,9070,634,3110,639,3970,1230,2170,1470,626,1790,348
2017-04-01 12:00,20900,391,961,4510,13600,2600,391,827,1140,10800,1740,560,9150,638,3280,629,3950,1210,2270,1460,621,1770,348
2017-04-01 13:00,21200,391,933,4200,13800,2780,381,803,1150,11000,1800,556,9220,634,3420,623,3920,1230,2250,1470,626,1740,348
2017-04-01 14:00,21300,386,905,3920,14300,2990,376,772,1160,11200,1850,551,9320,624,3560,618,3920,1200,2270,1460,621,1710,348
2017-04-01 15:00,21300,377,870,3670,14700,3260,372,747,1160,11300,1880,542,9430,620,3650,613,3880,1200,2270,1460,632,1680,363
2017-04-01 16:00,21500,368,852,3470,15200,3420,362,723,1170,11400,1890,532,9550,607,3720,602,3880,1190,2290,1460,626,1650,372
2017-04-01 17:00,21500,355,835,3280,15700,3620,358,701,1160,11500,1900,528,9680,596,3790,597,3910,1190,2290,1460,626,1620,339
2017-04-01 18:00,21700,347,809,3110,16300,3730,353,686,1160,11600,1920,518,9780,589,3810,592,3960,1190,2270,1460,621,1590,372
2017-04-01 19:00,21700,342,785,2960,16800,3800,349,668,1140,11600,1930,509,9870,582,3850,582,4080,1180,2250,1460,632,1560,363.0000001
2017-04-01 20:00,21700,333,768,2840,17500,3840,344,652,1130,11700,1960,505,9930,575,3880,577,4190,1180,2290,1460,621,1530,343
2017-04-01 21:00,21700,323,752,2730,18000,3860,340,634,1120,11700,1990,495,9970,564,3890,572,4270,1190,2250,1470,632,1500,339
2017-04-01 22:00,21700,309,736,2620,18400,3860,335,622,1100,11800,2030,486,9970,557,3920,567,4280,1180,2250,1460,621,1480,339
2017-04-01 23:00,21700,295,721,2530,18700,3860,331,604,1090,11900,2060,477,10000,550,3940,562,4290,1170,2250,1460,632,1440,328.9999999
2017-04-02 0:00,21700,286,705,2450,19000,3860,322,588,1080,12100,2080,468,10000,543,3980,551,4290,1180,2270,1460,637,1420,328.9999999
2017-04-02 1:00,21600,276,690,2370,19300,3840,317,573,1060,12200,2090,459,10100,532,4020,546,4290,1160,2260,1460,632,1400,320
2017-04-02 2:00,21700,270,682,2300,19500,3820,313,561,1050,12300,2100,455,10100,525,4050,540,4280,1170,2260,1470,626,1370,343.0000001
2017-04-02 3:00,21900,265,675,2240,19700,3800,309,546,1040,12400,2100,446,10200,518,4090,534,4280,1160,2260,1460,626,1350,320
2017-04-02 4:00,21900,255,660,2180,19900,3760,309,533,1030,12500,2100,437,10300,512,4100,529,4270,1160,2260,1470,621,1330,319.9999999
2017-04-02 5:00,22100,250,652,2130,20000,3740,304,521,1020,12600,2100,433,10300,505,4110,523,4270,1150,2260,1460,626,1310,311
2017-04-02 6:00,22400,235,637,2070,20200,3730,300,506,1000,12600,2090,424,10300,501,4100,523,4240,1160,2240,1460,621,1290,320.0000001
2017-04-02 7:00,22500,229,622,2020,20300,3710,296,494,997,12700,2080,420,10400,495,4090,512,4240,1140,2250,1460,632,1280,311
2017-04-02 8:00,22800,224,615,1990,20500,3710,296,486,990,12700,2080,411,10400,488,4050,507,4230,1140,2240,1470,626,1260,311
2017-04-02 9:00,22900,235,607,1940,20600,3730,292,478,984,12700,2070,403,10400,481,4020,507,4220,1140,2250,1460,626,1240,328.9999999
2017-04-02 10:00,23100,235,600,1910,20700,3740,288,469,971,12700,2040,399,10300,475,3990,501,4200,1140,2250,1460,626,1230,294
2017-04-02 11:00,23400,219,592,1880,20700,3760,288,461,964,12700,2030,390,10300,468,3960,496,4200,1130,2250,1460,632,1210,285
2017-04-02 12:00,23500,224,584,1840,20800,3780,283,450,952,12700,2010,382,10200,465,3920,496,4190,1110,2260,1450,621,1200,285
2017-04-02 13:00,23600,229,569,1810,20800,3800,279,445,939,12800,2000,378,10200,455,3860,491,4170,1110,2250,1460,621,1180,285
2017-04-02 14:00,23900,235,569,1790,20900,3820,279,440,933,12800,1980,369,10100,452,3830,491,4170,1100,2250,1460,626,1170,285.0000001
2017-04-02 15:00,23900,229,562,1760,20900,3820,275,432,920,12800,1970,365,10000,449,3800,485,4140,1100,2250,1460,626,1150,277
2017-04-02 16:00,24100,224,554,1730,21100,3800,275,424,908,12800,1960,361,9990,439,3760,485,4140,1090,2240,1460,626,1140,277
2017-04-02 17:00,24200,219,547,1700,21100,3780,275,416,908,12700,1930,353,9910,436,3720,475,4130,1070,2250,1460,626,1140,285
2017-04-02 18:00,24200,219,539,1680,21100,3780,271,409,902,12700,1920,349,9850,430,3670,475,4110,1080,2250,1460,626,1120,269.0000001
2017-04-02 19:00,24200,208,539,1650,21200,3760,275,403,895,12700,1890,345,9800,427,3640,470,4100,1070,2230,1460,637,1110,269
2017-04-02 20:00,24200,208,532,1630,21200,3760,275,401,895,12600,1880,337,9740,424,3600,465,4090,1060,2240,1460,626,1110,249
2017-04-02 21:00,24300,203,525,1610,21200,3760,271,396,883,12500,1860,333,9660,417,3570,465,4080,1040,2260,1460,632,1100,249
2017-04-02 22:00,24200,203,525,1590,21200,3760,271,391,877,12500,1840,329,9600,414,3540,460,4050,1040,2250,1460,632,1080,260.9999999
2017-04-02 23:00,24300,203,518,1560,21200,3760,271,386,877,12400,1820,321,9530,408,3490,455,4040,1020,2260,1460,632,1080,248.9999999
2017-04-03 0:00,24300,203,512,1540,21200,3780,271,381,871,12300,1800,317,9470,405,3460,450,4030,1020,2240,1450,626,1060,245
2017-04-03 1:00,24300,203,505,1520,21200,3800,271,378,865,12200,1790,313,9410,402,3420,450,4010,1010,2230,1460,626,1050,236.9999999
2017-04-03 2:00,24300,198,505,1500,21200,3820,271,376,865,12100,1770,309,9340,396,3390,445,4000,1000,2230,1460,626,1050,249
2017-04-03 3:00,24300,188,498,1480,21200,3820,268,371,853,12000,1750,305,9280,396,3350,445,3990,994,2250,1470,626,1040,237.0000001
2017-04-03 4:00,24300,161,492,1460,21200,3840,268,368,847,11900,1740,301,9200,390,3330,440,3970,978,2230,1460,626,1030,225
2017-04-03 5:00,24500,156,492,1440,21200,3840,264,366,841,11800,1720,294,9150,384,3290,440,3970,970,2240,1460,626,1020,225
2017-04-03 6:00,24300,142,492,1430,21200,3840,264,361,835,11700,1700,294,9070,381,3260,435,3950,962,2230,1450,626,1020,236.9999999
2017-04-03 7:00,24300,138,485,1420,21200,4240,264,356,835,11600,1680,286,9020,378,3230,435,3940,962,2210,1450,626,1010,217
2017-04-03 8:00,24300,133,479,1390,21100,3990,264,356,835,11500,1670,286,8960,372,3210,430,3920,954,2240,1450,626,1000,225.0000001
2017-04-03 9:00,24200,129,479,1390,21100,3870,264,351,823,11400,1650,279,8900,369,3170,430,3910,946,2210,1460,626,993,217
2017-04-03 10:00,24300,138,473,1380,21200,3840,264,349,823,11300,1630,279,8850,367,3140,425,3900,946,2230,1450,621,993,210
2017-04-03 11:00,24200,129,466,1360,21100,3820,264,346,811,11300,1620,275,8770,364,3110,425,3880,930,2210,1460,477.0000004,979,203
2017-04-03 12:00,24200,133,466,1350,21100,3800,264,342,817,11200,1600,271,8720,361,3090,420,3870,930,2080,1460,477,979,217.0000001
2017-04-03 13:00,24300,129,466,1340,20900,3800,264,342,800,11100,1580,267,8680,358,3050,420,3870,922,2100,1460,477,972,203
2017-04-03 14:00,24200,129,466,1320,20800,3780,261,342,800,11000,1570,264,8630,355,3030,416,3850,922,2100,1440,477,965.0000001,210.0000001
2017-04-03 15:00,24100,126,454,1320,20700,3780,261,337,800,10900,1550,260,8570,352,2990,416,3840,907,2080,1460,472,958,195.9999999
2017-04-03 16:00,24100,123,454,1300,20600,3800,261,337,794,10800,1540,256,8520,349,2960,416,3820,907,2120,1440,477,958,196
2017-04-03 17:00,24100,120,449,1290,20500,3820,261,327,788,10800,1520,253,8460,346,2930,406,3810,891,2100,1450,477,950,196.0000001
2017-04-03 18:00,24100,120,449,1280,20400,3860,257,327,788,10700,1510,253,8430,346,2920,406,3820,891,2080,1460,477,950,195.9999999
2017-04-03 19:00,24100,120,449,1270,20300,3870,257,322,788,10600,1490,253,8370,344,2900,406,3810,891,2080,1450,472,950,196.0000001
2017-04-03 20:00,24100,123,449,1270,20300,3910,261,317,782,10500,1470,249,8350,341,2870,406,3770,899,2070,1450,477,943.0000001,188.9999999
2017-04-03 21:00,23900,123,449,1260,20200,3950,261,317,788,10500,1460,249,8300,341,2860,402,3740,899,2110,1450,477,943,188.9999999
2017-04-03 22:00,23900,123,443,1250,20100,4010,261,313,788,10400,1440,245,8260,341,2840,402,3690,914,2080,1450,472,936.0000001,196
2017-04-03 23:00,23800,126,443,1250,20000,4020,261,313,782,10300,1440,245,8230,338,2820,397,3690,922,2100,1450,477,936,189
2017-04-04 0:00,23600,129,443,1250,19900,4060,261,313,788,10300,1420,245,8170,338,2790,397,3680,930,2080,1450,472,936,196
2017-04-04 1:00,23600,129,443,1240,19800,4080,261,313,776,10200,1400,242,8150,338,2770,397,3690,930,2070,1460,472,929,189.0000001
2017-04-04 2:00,23600,129,443,1240,19800,4120,257,310,782,10100,1390,242,8100,335,2750,392,3690,930,2100,1450,472,929,196
2017-04-04 3:00,23500,123,443,1230,19700,4120,257,308,782,10100,1370,238,8070,335,2720,392,3680,914,2100,1450,472,922,189.0000001
2017-04-04 4:00,23500,120,443,1230,19500,4100,257,308,782,9990,1370,238,8010,335,2710,392,3680,914,2100,1460,472,922,203.0000001
2017-04-04 5:00,23400,117,443,1220,19500,4100,257,308,782,9960,1350,238,7960,335,2690,388,3660,907,2100,1440,472,922,189
2017-04-04 6:00,23100,111,443,1220,19400,4100,257,303,782,9880,1350,238,7920,332,2680,383,3660,899,2050,1450,472,922,189.0000001
2017-04-04 7:00,22900,108,443,1220,19300,4100,257,303,788,9830,1340,238,7890,335,2660,383,3650,899,2070,1450,472,928.9999999,182
2017-04-04 8:00,23100,108,443,1220,19200,4080,257,303,794,9760,1320,238,7850,332,2640,383,3650,891,2070,1450,472,936,182
2017-04-04 9:00,22800,106,443,1240,19200,4060,257,303,800,9710,1320,235,7820,332,2620,383,3640,884,2100,1460,472,949.9999999,188.9999999
2017-04-04 10:00,22800,114,443,1240,19100,4060,257,299,805,9680,1310,235,7780,332,2610,379,3620,884,2100,1450,477,971.9999999,176.0000001
2017-04-04 11:00,22500,117,443,1240,19000,4040,257,299,811,9630,1290,231,7750,330,2590,383,3610,884,2080,1450,451.0000005,999.9999998,176
2017-04-04 12:00,22500,129,443,1240,18800,4010,254,299,823,9580,1280,228,7710,330,2580,383,3620,876,2040.000001,1450,413,1030,182.0000001
2017-04-04 13:00,22400,126,443,1240,18700,3990,254,299,817,9530,1260,228,7680,327,2550,383,3610,884,1980,1460,413,1060,176
2017-04-04 14:00,22400,120,443,1240,18600,3990,254,299,823,9460,1250,224,7660,327,2540,383,3620,869,2010,1450,417.9999999,1080,176
2017-04-04 15:00,22400,117,443,1240,18500,3990,254,299,823,9410,1250,224,7620,324,2530,379,3590,861,1990,1450.000002,412.9999999,1090,176.0000001
2017-04-04 16:00,22000,117,443,1240,18400,3950,254,294,823,9330,1240,221,7590,321,2520,375,3590,839,1980,1210,413,1110,189
2017-04-04 17:00,22500,114,443,1250,18300,3950,254,294,823,9280,1220,218,7550,321,2510,375,3580,825,1750,1210,413,1110,169.0000001
2017-04-04 18:00,22100,114,449,1250,18200,3930,254,290,811,9260,1220,214,7520,319,2510,370,3560,825,1740,1200,418,1120,169.0000001
2017-04-04 19:00,21900,114,449,1250,18100,3910,257,285,805,9180,1210,211,7500,316,2510,370,3550,811,1750,1210,418,1120,163
2017-04-04 20:00,21700,114,443,1250,17900,3890,257,285,800,9130,1200,208,7470,313,2490,366,3510,804,1750,1210,418,1110,169
2017-04-04 21:00,21600,111,437,1250,17800,3870,261,283,800,9110,1190,201,7450,311,2470,366,3470,797,1730,1200,418,1100,160.0000001
2017-04-04 22:00,21500,114,437,1250,17700,3870,261,281,788,9060,1180,201,7410,311,2460,361,3410,783,1740,1210,418,1090,154
2017-04-04 23:00,21200,120,437,1250,17700,3860,261,281,776,9010,1180,198,7380,308,2460,357,3380,769,1730,1210,418,1080,151
2017-04-05 0:00,21200,117,426,1260,17600,3860,261,281,770,8960,1170,195,7360,303,2450,357,3340,749,1720,1210,417.9999999,1060,151.0000001
2017-04-05 1:00,21100,120,421,1260,17500,3820,257,281,764,8910,1160,192,7330,297,2450,357,3250,736,1730,1210,413,1040,148
2017-04-05 2:00,21100,117,421,1260,17500,3800,257,278,764,8890,1150,189,7290,295,2450,353,3150,723,1720,1210,418,1020,148.0000001
2017-04-05 3:00,20800,114,416,1260,17400,3780,257,276,752,8840,1150,186,7240,289,2450,349,3080,716,1720,1210,417.9999999,1020,143.0000001
2017-04-05 4:00,20800,108,410,1270,17300,3760,257,276,752,8790,1140,183,7190,287,2450,349,3030,710,1740,1210,418.0000001,993.0000001,143
2017-04-05 5:00,20700,106,405,1270,17200,3740,257,271,747,8740,1130,183,7140,282,2460,345,3020,703,1720,1210,413,979.0000001,143
2017-04-05 6:00,20500,102,399,1260,17100,3710,257,271,741,8720,1120,178,7090,279,2460,340,3010,697,1730,1210,413,965.0000001,138
2017-04-05 7:00,20400,97,394,1250,17000,3690,257,271,735,8670,1110,178,7020,277,2470,340,2980,691,1720,1210,371.0000013,958.0000001,138
2017-04-05 8:00,20400,97,388,1250,16900,3670,257,266,729,8620,1100,175,6970,271,2460,336,2970,684,1700.000001,1210,291,943.0000001,138
2017-04-05 9:00,20100,95,382,1250,16800,3630,257,266,723,8580,1100,172,6900,269,2460,336,2950,678,1620,1210,287,936.0000001,137.9999999
2017-04-05 10:00,20000,99,382,1250,16700,3600,257,264,723,8550,1090,169,6820,264,2450,328,2940,666,1620,1210,287,929,132
2017-04-05 11:00,19900,106,382,1240,16600,3580,254,261,718,8500,1080,167,6750,261,2440,324,2940,666,1620,1200,287,915.0000001,132
2017-04-05 12:00,19900,111,377,1230,16600,3560,254,261,718,8460,1070,164,6700,259,2410,324,2920,659,1610,1210,287.0000001,908,132
2017-04-05 13:00,19800,111,377,1210,16500,3540,250,261,723,8410,1060,164,6650,256,2410,324,2900,647,1610,1200,287,902.0000001,132.0000001
2017-04-05 14:00,19600,108,371,1190,16400,3530,247,257,706,8360,1050,161,6620,254,2390,320,2890,647,1620,1060.000001,287,888.0000001,127.0000001
2017-04-05 15:00,19500,106,366,1180,16300,3510,247,257,706,8310,1040,159,6590,249,2380,316,2890,641,1560.000002,1060,287,881.0000001,127
2017-04-05 16:00,19500,104,366,1160,16200,3490,247,254,695,8240,1030,156,6550,249,2370,312,2860,641,1470,1060,287,874.0000001,127
2017-04-05 17:00,19400,104,361,1140,16100,3470,247,252,695,8170,1020,156,6520,247,2350,312,2830,641,1470,1060,287,874,122.0000001
2017-04-05 18:00,19200,102,361,1130,16000,3460,247,248,689,8100,1010,153,6470,244,2320,308,2790,629,1470,1060,287,868,122
2017-04-05 19:00,19100,102,355,1120,15900,3440,250,248,684,8060,1000,153,6440,242,2310,308,2750,623,1470,1060,287,861,122
2017-04-05 20:00,19000,102,355,1100,15900,3440,250,245,684,7990,993,151,6410,240,2300,305,2720,618,1470,1060,287,854,122
2017-04-05 21:00,19000,104,355,1090,15800,3420,247,243,678,7920,986,151,6370,237,2290,305,2710,623,1460,1060,287,854.0000001,122
2017-04-05 22:00,18700,99,345,1070,15700,3440,247,239,673,7820,979,148,6360,235,2270,301,2700,612,1460,1060,287,848,122.0000001
2017-04-05 23:00,18700,104,345,1070,15700,3400,247,239,667,7780,965,146,6310,235,2250,301,2670,612,1460,1060,287,841,122.0000001
2017-04-06 0:00,18600,106,345,1060,15600,3400,243,236,667,7730,958,146,6260,232,2240,301,2630,600,1460,1060,287,834,118
2017-04-06 1:00,18400,108,345,1060,15500,3400,243,236,661,7690,951,143,6210,230,2210,301,2570,594,1460,1060,287,828,118
2017-04-06 2:00,18400,108,345,1060,15400,3390,240,236,661,7640,937,141,6160,228,2200,297,2530,618,1460,1060,287,828,118
2017-04-06 3:00,18400,104,340,1060,15300,3400,240,234,661,7600,930,141,6100,228,2190,293,2490,612,1460,1060,287,821,118
2017-04-06 4:00,18400,111,334,1050,15200,3400,240,234,656,7550,916,141,6070,228,2180,289,2500,618,1470,1060,291.0000001,828,118
2017-04-06 5:00,18000,108,334,1040,15200,3390,237,234,656,7550,923,143,6030,230,2170,293,2500,618,1480,1060,287,828,118
2017-04-06 6:00,18000,106,329,1030,15100,3370,237,230,651,7530,916,141,6000,228,2170,289,2520,629,1460,1060,287,828,118
2017-04-06 7:00,17900,104,329,1010,15100,3330,237,230,651,7500,909,141,5950,228,2150,289,2520,623,1460,1060,287,828,118
2017-04-06 8:00,17700,104,329,993,15100,3370,240,230,656,7460,902,141,5890,225,2150,289,2520,629,1470,1060,213.0000006,828,118
2017-04-06 9:00,17700,108,334,1000,15100,3400,240,232,656,7440,895,141,5840,225,2140,289,2560,635,1410.000001,1060,196,827.9999998,121.9999999
2017-04-06 10:00,17900,120,340,1010,15000,3390,237,234,656,7390,889,143,5800,225,2130,289,2540,641,1410,1070,203,880.9999999,126.9999999
2017-04-06 11:00,18200,133,355,1060,15000,3420,230,234,656,7370,882,148,5830,230,2130,289,2610,684,1440,1070,198,901.9999996,137.9999999
2017-04-06 12:00,19000,193,377,1110,14900,3400,233,234,695,7390,889,153,5830,235,2140,293,2630,729,1430,1070,198,1039.999998,160
2017-04-06 13:00,20300,323,399,1180,15000,3440,243,271,712,7370,895,159,5810,242,2140,293,2680,811,1430,1070,196,1299.999997,168.9999998
2017-04-06 14:00,20300,704,432,1390,15100,3530,243,301,741,7410,902,169,5830,244,2140,297,2790,854,1450,1070,197.9999992,1699.999996,181.9999999
2017-04-06 15:00,19900,1150,492,1730,15100,3580,250,313,770,7460,909,183,5860,247,2130,301,2860,884,1450,1329.999994,287,2279.999996,189
2017-04-06 16:00,20500,1400,600,1930,15200,3620,261,337,823,7500,909,195,5910,256,2130,305,2930,907,1549.999997,1440,287,2639.999998,216.9999998
2017-04-06 17:00,21500,1280,698,2140,15600,3650,362,351,889,7530,923,211,5950,266,2140,308,3010,907,1900,1450,286.9999999,2760,241
2017-04-06 18:00,22500,1190,793,2590,16000,3650,456,378,977,7570,937,235,6020,279,2140,308,3040,914,1890,1440,291,2730.000001,233.0000001
2017-04-06 19:00,23800,1130,896,3320,16400,3670,466,401,1070,7600,944,253,6070,308,2150,308,3080,946,1890,1430,287,2650.000001,216.9999998
2017-04-06 20:00,24800,1100,1040,4140,16500,3670,451,416,1200,7620,951,271,6110,341,2150,308,3150,954,1890,1440,287,2530.000001,210.0000001
2017-04-06 21:00,25200,1070,1130,4920,16500,3690,451,432,1390,7640,965,298,6210,372,2150,308,3230,938,1880,1430,287,2390.000001,210
2017-04-06 22:00,25000,1010,1150,5680,16300,3710,487,448,1620,7690,972,325,6320,396,2140,312,3270,930,1890,1440,287,2290.000001,202.9999998
2017-04-06 23:00,24600,916,1180,6480,16300,3730,504,464,1870,7730,979,361,6450,436,2140,308,3300,907,1880,1430,287,2180.000001,203
2017-04-07 0:00,24300,825,1290,7340,16300,3740,498,483,2080,7800,993,416,6570,472,2140,308,3340,884,1880,1440,287,2090.000001,202.9999998
2017-04-07 1:00,24300,717,1440,8200,16400,3740,482,518,2200,7850,1010,482,6650,488,2150,305,3450,869,1880,1440,287,2000.000001,210.0000001
2017-04-07 2:00,24100,646,1540,8910,16400,3780,477,573,2280,7890,1040,542,6740,495,2150,308,3550,839,1880,1430,287,1910.000001,196
2017-04-07 3:00,24300,588,1560,9530,16400,3780,461,640,2280,7960,1070,570,6800,501,2150,308,3580,818,1860,1440,287,1850,195.9999999
2017-04-07 4:00,24200,539,1550,9990,16300,3800,445,683,2250,8030,1120,570,6870,512,2160,308,3580,818,1870,1440,287,1790,196.0000001
2017-04-07 5:00,24500,506,1510,10400,16200,3820,435,689,2210,8130,1150,570,6920,525,2200,305,3550,804,1870,1440,287,1750,195.9999999
2017-04-07 6:00,24300,479,1460,10600,16200,3820,451,689,2150,8200,1180,565,6950,536,2290,308,3520,797,1860,1440,287,1700,196
2017-04-07 7:00,25000,462,1400,10700,16200,3820,509,680,2070,8240,1210,565,7000,536,2400,308,3480,790,1860,1440,287,1670.000001,210
2017-04-07 8:00,25200,466,1310,10600,16300,3840,571,665,2050,8310,1250,556,7050,522,2510,305,3470,783,1859.999999,1440,477,1620.000001,203
2017-04-07 9:00,25500,453,1240,10400,16300,3840,600,652,1990,8360,1310,551,7140,515,2610,305,3420,776,2050,1440,477,1580,195.9999999
2017-04-07 10:00,25900,444,1170,10000,16400,3820,600,643,1960,8430,1350,546,7210,501,2720,305,3410,776,2060,1440,477,1540.000001,196.0000001
2017-04-07 11:00,26300,436,1110,9340,16500,3820,606,628,1920,8500,1400,546,7290,488,2870,305,3410,769,2050,1440,477,1510,203
2017-04-07 12:00,26900,427,1050,8570,16600,3820,600,613,1920,8580,1430,542,7360,478,3030,305,3390,769,2070,1450,477,1490,202.9999999
2017-04-07 13:00,27200,418,1010,7750,16800,3800,588,597,1920,8650,1460,532,7450,468,3170,301,3370,762,2070,1440,477,1470,202.9999996
2017-04-07 14:00,27700,404,951,6960,17000,3820,577,579,1940,8720,1470,532,7540,459,3290,301,3350,762,2100.000001,1440,477,1440,196.0000001
2017-04-07 15:00,28400,395,914,6250,17300,3840,565,561,1950,8770,1480,523,7620,452,3350,301,3340,749,2100,1440,477,1430,210.0000004
2017-04-07 16:00,29000,382,896,5640,17600,3860,548,543,1960,8840,1490,518,7750,446,3400,297,3350,756,2060,1440,477,1410,202.9999999
2017-04-07 17:00,29500,373,861,5140,17900,3890,531,524,1950,8890,1480,514,7870,439,3440,297,3390,756,2060,1440,477,1400,195.9999999
2017-04-07 18:00,29500,364,844,4710,18300,3910,520,506,1950,8940,1470,509,7980,430,3470,297,3470,762,2070,1430,477,1380,202.9999997
2017-04-07 19:00,29800,359,809,4370,18700,3930,504,494,1920,8960,1470,505,8070,424,3500,297,3510,756,2070,1430,477,1370,202.9999994
2017-04-07 20:00,29900,355,785,4080,19100,3950,487,483,1880,9010,1450,491,8140,417,3540,293,3510,756,2050,1430,477,1360,210
2017-04-07 21:00,30100,338,768,3850,19300,3950,477,472,1850,9060,1440,491,8170,414,3550,293,3510,749,2070,1430,477,1340,210
2017-04-07 22:00,29900,338,752,3660,19400,3970,466,461,1810,9130,1420,477,8210,411,3570,293,3510,749,2050,1440,477,1330,196
2017-04-07 23:00,29600,333,744,3490,19600,3950,456,450,1760,9280,1410,473,8230,405,3590,289,3510,742,2070,1440,477,1320,202.9999999
2017-04-08 0:00,29300,323,728,3340,19800,3910,445,440,1710,9680,1390,464,8260,402,3590,289,3490,742,2050,1430,477,1300,196
2017-04-08 1:00,29000,309,721,3220,19900,3890,440,432,1690,9730,1370,459,8320,396,3590,289,3490,742,2060,1440,477,1280,195.9999999
2017-04-08 2:00,28700,304,698,3110,20000,3860,430,427,1660,9810,1360,451,8350,393,3590,289,3480,742,2069.999999,1440,477,1270,196
2017-04-08 3:00,28400,295,698,3010,20000,3800,425,419,1620,9860,1350,442,8390,390,3590,289,3470,742,2060,1440,477,1250,196.0000001
2017-04-08 4:00,28000,290,682,2910,20100,3740,420,414,1590,9930,1320,433,8410,387,3590,286,3470,736,2050,1430,477,1230,189
2017-04-08 5:00,27800,281,667,2820,20100,3710,415,409,1560,9990,1310,429,8410,384,3570,286,3450,729,2050,1440,477,1220,196.0000001
2017-04-08 6:00,27500,270,660,2750,20000,3670,410,401,1550,10000,1290,420,8410,378,3560,286,3440,736,2060,1430,477,1210,189
2017-04-08 7:00,27400,260,652,2670,20000,3650,405,396,1530,10000,1270,407,8390,375,3550,286,3440,729,2060,1440,477,1190,181.9999997
2017-04-08 8:00,27200,255,644,2610,20000,3630,400,391,1510,10100,1250,403,8370,372,3520,282,3420,723,2070,1430,472.0000001,1180,189.0000001
2017-04-08 9:00,26900,250,637,2550,19900,3630,396,391,1500,10100,1240,394,8350,369,3500,282,3420,723,2060,1430,472,1170,182
2017-04-08 10:00,26800,250,629,2500,19900,3620,391,383,1470,10100,1220,390,8320,367,3470,282,3410,723,2060,1430,472,1150,189.0000001
2017-04-08 11:00,26600,255,615,2450,19800,3620,381,376,1450,10100,1200,382,8280,364,3450,278,3410,716,2050,1440,477.0000001,1140,182.0000001
2017-04-08 12:00,26600,255,615,2390,19800,3600,376,371,1430,10100,1200,374,8240,361,3420,278,3390,710,2040,1440,472,1140,182
2017-04-08 13:00,26300,260,607,2350,19700,3580,376,368,1390,10100,1180,365,8210,355,3400,278,3380,710,2060,1430,472,1130,182
2017-04-08 14:00,26000,265,600,2300,19700,3560,372,366,1370,10000,1170,357,8150,352,3380,275,3380,703,2060,1430,472,1120,182
2017-04-08 15:00,26000,260,600,2270,19600,3560,372,361,1350,10000,1150,353,8120,346,3350,275,3350,703,2050,1430,477,1130,182
2017-04-08 16:00,25800,250,584,2240,19500,3540,367,356,1350,9990,1140,345,8100,346,3330,275,3350,697,2040,1440,477,1130,188.9999999
2017-04-08 17:00,25600,235,577,2200,19500,3540,362,349,1330,9930,1130,341,8050,344,3300,271,3340,697,2050,1440,472.0000001,1150,181.9999999
2017-04-08 18:00,25300,229,577,2170,19400,3540,367,344,1310,9910,1110,333,8010,338,3270,271,3340,691,2040,1430,472.0000001,1120,175.9999999
2017-04-08 19:00,25200,224,569,2120,19400,3530,367,339,1300,9860,1100,329,7980,335,3240,271,3340,691,2060,1430,471.9999999,1100,182.0000001
2017-04-08 20:00,25000,219,562,2100,19300,3510,362,337,1300,9830,1090,321,7940,335,3210,271,3320,691,2059.999999,1440,472,1100,176
2017-04-08 21:00,24800,213,562,2070,19300,3490,362,332,1290,9760,1070,317,7890,330,3170,268,3320,684,2049.999999,1430,477,1110,189
2017-04-08 22:00,24600,208,554,2040,19300,3490,358,327,1270,9710,1070,309,7850,327,3140,268,3310,684,2060,1440,472,1120,175.9999999
