Row Labels,Count of flow,,Datetime,L Falls,POR
,,,1999-08-09 21:00,451.5,1010
,,,1999-08-09 22:00,430,1010
,,,1999-08-09 23:00,395,1020
,,,1999-08-10 0:00,385,1010
,,,1999-08-10 1:00,370.5,1010
,,,1999-08-10 2:00,385,1010
,,,1999-08-10 3:00,380,1010
,,,1999-08-10 4:00,370.5,1010
,,,1999-08-10 5:00,366,1010
,,,1999-08-10 6:00,356.75,1010
,,,1999-08-10 7:00,347.5,1010
,,,1999-08-10 8:00,361,1010
,,,1999-08-10 9:00,356.5,1030
,,,1999-08-10 10:00,347.75,1020
,,,1999-08-10 11:00,370.5,1010
,,,1999-08-10 12:00,365.75,1030
,,,1999-08-10 13:00,380.25,1030
,,,1999-08-10 14:00,380,1040
,,,1999-08-10 15:00,395,1050
,,,1999-08-10 16:00,380.25,1050
,,,1999-08-10 17:00,352,1050
,,,1999-08-10 18:00,331.6666667,1060
,,,1999-08-10 19:00,321.5,1070
,,,1999-08-10 20:00,308,1070
,,,1999-08-10 21:00,300,1080
,,,1999-08-10 22:00,292,1070
,,,1999-08-10 23:00,280,1070
,,,1999-08-11 0:00,276,1070
,,,1999-08-11 1:00,264,1050
,,,1999-08-11 2:00,264,1040
,,,1999-08-11 3:00,272,1030
,,,1999-08-11 4:00,317,1030
,,,1999-08-11 5:00,300,1010
,,,1999-08-11 6:00,288,1010
,,,1999-08-11 7:00,268,993
,,,1999-08-11 8:00,276,983.5
,,,1999-08-11 9:00,272.25,964.5
,,,1999-08-11 10:00,268,955
,,,1999-08-11 11:00,264,936
,,,1999-08-11 12:00,268,917
,,,1999-08-11 13:00,280,898
,,,1999-08-11 14:00,292,888.5
,,,1999-08-11 15:00,304,879
,,,1999-08-11 16:00,280,860
,,,1999-08-11 17:00,264,860
,,,1999-08-11 18:00,260,860
,,,1999-08-11 19:00,256.25,851
,,,1999-08-11 20:00,256.25,842
,,,1999-08-11 21:00,256.25,842
,,,1999-08-11 22:00,248.75,842
,,,1999-08-11 23:00,241.25,842
,,,1999-08-12 0:00,248.75,842
,,,1999-08-12 1:00,241.25,842
,,,1999-08-12 2:00,245,842
,,,1999-08-12 3:00,284,842
,,,1999-08-12 4:00,322,842
,,,1999-08-12 5:00,296.5,842
,,,1999-08-12 6:00,248.75,824
,,,1999-08-12 7:00,249,806
,,,1999-08-12 8:00,292,806
,,,1999-08-12 9:00,313,806
,,,1999-08-12 10:00,338.75,806
,,,1999-08-12 11:00,352,806
,,,1999-08-12 12:00,375.25,797
,,,1999-08-12 13:00,385.25,788
,,,1999-08-12 14:00,395,788
,,,1999-08-12 15:00,321.5,788
,,,1999-08-12 16:00,288,788
,,,1999-08-12 17:00,252.5,762.5
,,,1999-08-12 18:00,235,770
,,,1999-08-12 19:00,211.75,770
,,,1999-08-12 20:00,205.25,770
,,,1999-08-12 21:00,185,770
,,,1999-08-12 22:00,185,788
,,,1999-08-12 23:00,170,788
,,,1999-08-13 0:00,164,788
,,,1999-08-13 1:00,161,797
,,,1999-08-13 2:00,161,797
,,,1999-08-13 3:00,152,788
,,,1999-08-13 4:00,155,779
,,,1999-08-13 5:00,149.25,770
,,,1999-08-13 6:00,155.25,770
,,,1999-08-13 7:00,155,762.5
,,,1999-08-13 8:00,155.25,770
,,,1999-08-13 9:00,173,762.5
,,,1999-08-13 10:00,179,770
,,,1999-08-13 11:00,173,770
,,,1999-08-13 12:00,173,755
,,,1999-08-13 13:00,179,755
,,,1999-08-13 14:00,182,747.5
,,,1999-08-13 15:00,185,732.5
,,,1999-08-13 16:00,182,710
,,,1999-08-13 17:00,188.5,710
,,,1999-08-13 18:00,201.6666667,710
,,,1999-08-13 19:00,208.25,710
,,,1999-08-13 20:00,208.5,710
,,,1999-08-13 21:00,211.75,710
,,,1999-08-13 22:00,208.5,710
,,,1999-08-13 23:00,226.75,710
,,,1999-08-14 0:00,223,710
,,,1999-08-14 1:00,215.5,710
,,,1999-08-14 2:00,208.5,702.5
,,,1999-08-14 3:00,211.75,695
,,,1999-08-14 4:00,226.25,695
,,,1999-08-14 5:00,226.25,695
,,,1999-08-14 6:00,222.5,695
,,,1999-08-14 7:00,226.25,702.5
,,,1999-08-14 8:00,222.5,710
,,,1999-08-14 9:00,223,717.5
,,,1999-08-14 10:00,241.75,732.5
,,,1999-08-14 11:00,296.5,740
,,,1999-08-14 12:00,347.75,740
,,,1999-08-14 13:00,425,732.5
,,,1999-08-14 14:00,468.75,740
,,,1999-08-14 15:00,516.5,740
,,,1999-08-14 16:00,561,740
,,,1999-08-14 17:00,529,755
,,,1999-08-14 18:00,494.3333333,762.5
,,,1999-08-14 19:00,435,770
,,,1999-08-14 20:00,420,797
,,,1999-08-14 21:00,415,842
,,,1999-08-14 22:00,420,879
,,,1999-08-14 23:00,415,926.5
,,,1999-08-15 0:00,410,964.5
,,,1999-08-15 1:00,420,1020
,,,1999-08-15 2:00,410,1050
,,,1999-08-15 3:00,410,1080
,,,1999-08-15 4:00,410,1090
,,,1999-08-15 5:00,410,1100
,,,1999-08-15 6:00,480.5,1110
,,,1999-08-15 7:00,548,1110
,,,1999-08-15 8:00,567.5,1110
,,,1999-08-15 9:00,574,1110
,,,1999-08-15 10:00,548,1110
,,,1999-08-15 11:00,528.75,1080
,,,1999-08-15 12:00,480.25,1070
,,,1999-08-15 13:00,468.75,1070
,,,1999-08-15 14:00,498,1050
,,,1999-08-15 15:00,535.25,1050
,,,1999-08-15 16:00,541.5,1040
,,,1999-08-15 17:00,554.5,1030
,,,1999-08-15 18:00,543.6666667,1030
,,,1999-08-15 19:00,535.25,1030
,,,1999-08-15 20:00,510,1010
,,,1999-08-15 21:00,504,1010
,,,1999-08-15 22:00,498,1001.5
,,,1999-08-15 23:00,474.5,983.5
,,,1999-08-16 0:00,468.75,974
,,,1999-08-16 1:00,468.75,974
,,,1999-08-16 2:00,451.5,974
,,,1999-08-16 3:00,395,974
,,,1999-08-16 4:00,338.75,974
,,,1999-08-16 5:00,284,974
,,,1999-08-16 6:00,245,974
,,,1999-08-16 7:00,268,974
,,,1999-08-16 8:00,284,974
,,,1999-08-16 9:00,288,964.5
,,,1999-08-16 10:00,292,955
,,,1999-08-16 11:00,288,955
,,,1999-08-16 12:00,284,945.5
,,,1999-08-16 13:00,280,936
,,,1999-08-16 14:00,284,936
,,,1999-08-16 15:00,280,936
,,,1999-08-16 16:00,308.5,936
,,,1999-08-16 17:00,338.75,945.5
,,,1999-08-16 18:00,337.6666667,955
,,,1999-08-16 19:00,356.5,955
,,,1999-08-16 20:00,347.5,955
,,,1999-08-16 21:00,343,955
,,,1999-08-16 22:00,352,955
,,,1999-08-16 23:00,352,955
,,,1999-08-17 0:00,339,955
,,,1999-08-17 1:00,339,955
,,,1999-08-17 2:00,334.5,955
,,,1999-08-17 3:00,313.25,955
,,,1999-08-17 4:00,245,955
,,,1999-08-17 5:00,212.25,955
,,,1999-08-17 6:00,195.25,955
,,,1999-08-17 7:00,233.75,955
,,,1999-08-17 8:00,264,955
,,,1999-08-17 9:00,296,955
,,,1999-08-17 10:00,312.5,955
,,,1999-08-17 11:00,296.5,955
,,,1999-08-17 12:00,256.5,955
,,,1999-08-17 13:00,245,955
,,,1999-08-17 14:00,230,955
,,,1999-08-17 15:00,195.25,955
,,,1999-08-17 16:00,182,955
,,,1999-08-17 17:00,185.5,955
,,,1999-08-17 18:00,220,955
,,,1999-08-17 19:00,241.25,955
,,,1999-08-17 20:00,260.5,955
,,,1999-08-17 21:00,260,955
,,,1999-08-17 22:00,248.75,955
,,,1999-08-17 23:00,252.75,955
,,,1999-08-18 0:00,245,955
,,,1999-08-18 1:00,252.5,955
,,,1999-08-18 2:00,260,955
,,,1999-08-18 3:00,264,955
,,,1999-08-18 4:00,280,955
,,,1999-08-18 5:00,284,955
,,,1999-08-18 6:00,292,955
,,,1999-08-18 7:00,292,955
,,,1999-08-18 8:00,284,955
,,,1999-08-18 9:00,272,955
,,,1999-08-18 10:00,256.5,955
,,,1999-08-18 11:00,276,955
,,,1999-08-18 12:00,256.25,955
,,,1999-08-18 13:00,256.25,955
,,,1999-08-18 14:00,252.75,955
,,,1999-08-18 15:00,245,955
,,,1999-08-18 16:00,252.75,955
,,,1999-08-18 17:00,241.25,955
,,,1999-08-18 18:00,235,955
,,,1999-08-18 19:00,226.25,955
,,,1999-08-18 20:00,226.25,955
,,,1999-08-18 21:00,222.5,955
,,,1999-08-18 22:00,201.75,955
,,,1999-08-18 23:00,201.75,955
,,,1999-08-19 0:00,219.25,955
,,,1999-08-19 1:00,249,955
,,,1999-08-19 2:00,264,955
,,,1999-08-19 3:00,268.25,955
,,,1999-08-19 4:00,292,955
,,,1999-08-19 5:00,300,955
,,,1999-08-19 6:00,308.5,955
,,,1999-08-19 7:00,321.25,955
,,,1999-08-19 8:00,326,955
,,,1999-08-19 9:00,321.5,955
,,,1999-08-19 10:00,321.5,955
,,,1999-08-19 11:00,330.25,955
,,,1999-08-19 12:00,317,955
,,,1999-08-19 13:00,300,955
,,,1999-08-19 14:00,284,955
,,,1999-08-19 15:00,284,955
,,,1999-08-19 16:00,260.25,955
,,,1999-08-19 17:00,233.75,955
,,,1999-08-19 18:00,225,955
,,,1999-08-19 19:00,235.5,1010
,,,1999-08-19 20:00,313,1020
,,,1999-08-19 21:00,386.5,1030
,,,1999-08-19 22:00,440.75,1030
,,,1999-08-19 23:00,581.75,1050
,,,1999-08-20 0:00,739,1050
,,,1999-08-20 1:00,685.5,1040
,,,1999-08-20 2:00,693.75,1030
,,,1999-08-20 3:00,755,1030
,,,1999-08-20 4:00,796.25,1030
,,,1999-08-20 5:00,838.5,1020
,,,1999-08-20 6:00,847,1010
,,,1999-08-20 7:00,882,1010
,,,1999-08-20 8:00,945.25,1010
,,,1999-08-20 9:00,963.75,1010
,,,1999-08-20 10:00,926.75,1001.5
,,,1999-08-20 11:00,847,974
,,,1999-08-20 12:00,796.25,974
,,,1999-08-20 13:00,739,974
,,,1999-08-20 14:00,700.5,974
,,,1999-08-20 15:00,614.25,974
,,,1999-08-20 16:00,554.5,993
,,,1999-08-20 17:00,510.25,993
,,,1999-08-20 18:00,494,993
,,,1999-08-20 19:00,480.25,1041.5
,,,1999-08-20 20:00,463,1070
,,,1999-08-20 21:00,474.5,1070
,,,1999-08-20 22:00,474.5,1070
,,,1999-08-20 23:00,492.75,1070
,,,1999-08-21 0:00,548,1070
,,,1999-08-21 1:00,554.5,1070
,,,1999-08-21 2:00,567.5,1070
,,,1999-08-21 3:00,574,1070
,,,1999-08-21 4:00,580.5,1070
,,,1999-08-21 5:00,593.75,1060
,,,1999-08-21 6:00,600.5,1070
,,,1999-08-21 7:00,600.5,1070
,,,1999-08-21 8:00,587,1070
,,,1999-08-21 9:00,587,1070
,,,1999-08-21 10:00,628,1070
,,,1999-08-21 11:00,635,1080
,,,1999-08-21 12:00,635,1090
,,,1999-08-21 13:00,600.5,1090
,,,1999-08-21 14:00,628.5,1070
,,,1999-08-21 15:00,692.75,1070
,,,1999-08-21 16:00,692.75,1070
,,,1999-08-21 17:00,685.5,1070
,,,1999-08-21 18:00,721,1070
,,,1999-08-21 19:00,747,1070
,,,1999-08-21 20:00,723.25,1070
,,,1999-08-21 21:00,678.25,1070
,,,1999-08-21 22:00,628,1070
,,,1999-08-21 23:00,607.5,1040
,,,1999-08-22 0:00,587.25,1030
,,,1999-08-22 1:00,561,1030
,,,1999-08-22 2:00,554.5,1020
,,,1999-08-22 3:00,548,1010
,,,1999-08-22 4:00,535,1010
,,,1999-08-22 5:00,554.5,1010
,,,1999-08-22 6:00,554.5,1010
,,,1999-08-22 7:00,561,993
,,,1999-08-22 8:00,548,974
,,,1999-08-22 9:00,554.5,964.5
,,,1999-08-22 10:00,548,955
,,,1999-08-22 11:00,548,955
,,,1999-08-22 12:00,535.25,955
,,,1999-08-22 13:00,535.25,936
,,,1999-08-22 14:00,535,926.5
,,,1999-08-22 15:00,535,917
,,,1999-08-22 16:00,528.75,926.5
,,,1999-08-22 17:00,522.5,917
,,,1999-08-22 18:00,535,917
,,,1999-08-22 19:00,528.75,936
,,,1999-08-22 20:00,522.5,945.5
,,,1999-08-22 21:00,504.5,955
,,,1999-08-22 22:00,440,974
,,,1999-08-22 23:00,415,974
,,,1999-08-23 0:00,395,993
,,,1999-08-23 1:00,390,1001.5
,,,1999-08-23 2:00,400,993
,,,1999-08-23 3:00,400,993
,,,1999-08-23 4:00,390,1010
,,,1999-08-23 5:00,385,1010
,,,1999-08-23 6:00,430.75,1010
,,,1999-08-23 7:00,516.5,1030
,,,1999-08-23 8:00,468.75,1030
,,,1999-08-23 9:00,480.5,1030
,,,1999-08-23 10:00,486,1050
,,,1999-08-23 11:00,504,1030
,,,1999-08-23 12:00,510,1030
,,,1999-08-23 13:00,498,1030
,,,1999-08-23 14:00,486.25,1030
,,,1999-08-23 15:00,498,1030
,,,1999-08-23 16:00,504,1050
,,,1999-08-23 17:00,492,1050
,,,1999-08-23 18:00,510,1050
,,,1999-08-23 19:00,498,1050
,,,1999-08-23 20:00,498,1050
,,,1999-08-23 21:00,523.25,1050
,,,1999-08-23 22:00,628,1070
,,,1999-08-23 23:00,635,1070
,,,1999-08-24 0:00,580.75,1070
,,,1999-08-24 1:00,581.5,1070
,,,1999-08-24 2:00,692.75,1070
,,,1999-08-24 3:00,692.75,1070
,,,1999-08-24 4:00,732.5,1070
,,,1999-08-24 5:00,635,1050
,,,1999-08-24 6:00,678.25,1040
,,,1999-08-24 7:00,731,1030
,,,1999-08-24 8:00,779.75,1030
,,,1999-08-24 9:00,821.5,1040
,,,1999-08-24 10:00,890.25,1050
,,,1999-08-24 11:00,945.25,1040
,,,1999-08-24 12:00,991.5,1030
,,,1999-08-24 13:00,1010,1020
,,,1999-08-24 14:00,1010.75,993
,,,1999-08-24 15:00,1030,993
,,,1999-08-24 16:00,1040,993
,,,1999-08-24 17:00,1070,974
,,,1999-08-24 18:00,1090,974
,,,1999-08-24 19:00,1130,974
,,,1999-08-24 20:00,1130,974
,,,1999-08-24 21:00,1160,974
,,,1999-08-24 22:00,1170,974
,,,1999-08-24 23:00,1170,955
,,,1999-08-25 0:00,1170,955
,,,1999-08-25 1:00,1170,936
,,,1999-08-25 2:00,1090,936
,,,1999-08-25 3:00,1050,926.5
,,,1999-08-25 4:00,1100,917
,,,1999-08-25 5:00,1110,917
,,,1999-08-25 6:00,1120,907.5
,,,1999-08-25 7:00,1120,898
,,,1999-08-25 8:00,1110,945.5
,,,1999-08-25 9:00,1140,1001.5
,,,1999-08-25 10:00,1220,1020
,,,1999-08-25 11:00,1370,1040
,,,1999-08-25 12:00,1615,1060
,,,1999-08-25 13:00,2052.5,1070
,,,1999-08-25 14:00,2385,1070
,,,1999-08-25 15:00,2525,1060
,,,1999-08-25 16:00,2357.5,1050
,,,1999-08-25 17:00,2102.5,1030
,,,1999-08-25 18:00,1973.333333,1030
,,,1999-08-25 19:00,1952.5,1040
,,,1999-08-25 20:00,2065,1050
,,,1999-08-25 21:00,2177.5,1050
,,,1999-08-25 22:00,2265,1050
,,,1999-08-25 23:00,2340,1050
,,,1999-08-26 0:00,2385,1050
,,,1999-08-26 1:00,2400,1060
,,,1999-08-26 2:00,2422.5,1060
,,,1999-08-26 3:00,2425,1070
,,,1999-08-26 4:00,2450,1090
,,,1999-08-26 5:00,2437.5,1100
,,,1999-08-26 6:00,2425,1110
,,,1999-08-26 7:00,2400,1115
,,,1999-08-26 8:00,2400,1120
,,,1999-08-26 9:00,2355,1140
,,,1999-08-26 10:00,2315,1140
,,,1999-08-26 11:00,2252.5,1275
,,,1999-08-26 12:00,2215,1390
,,,1999-08-26 13:00,2177.5,1410
,,,1999-08-26 14:00,2127.5,1450
,,,1999-08-26 15:00,2115,1490
,,,1999-08-26 16:00,2140,1530
,,,1999-08-26 17:00,2240,1570
,,,1999-08-26 18:00,2360,1590
,,,1999-08-26 19:00,2437.5,1610
,,,1999-08-26 20:00,2425,1620
,,,1999-08-26 21:00,2370,1640
,,,1999-08-26 22:00,2437.5,1650
,,,1999-08-26 23:00,2410,1680
,,,1999-08-27 0:00,2412.5,1720
,,,1999-08-27 1:00,2342.5,1780
,,,1999-08-27 2:00,2265,1810
,,,1999-08-27 3:00,2152.5,1865
,,,1999-08-27 4:00,2090,1890
,,,1999-08-27 5:00,1990,1920
,,,1999-08-27 6:00,1952.5,1960
,,,1999-08-27 7:00,1927.5,1970
,,,1999-08-27 8:00,1915,2000
,,,1999-08-27 9:00,1902.5,2000
,,,1999-08-27 10:00,1852.5,2010
,,,1999-08-27 11:00,1790,2020
,,,1999-08-27 12:00,1777.5,2020
,,,1999-08-27 13:00,1717.5,2010
,,,1999-08-27 14:00,1700,1980
,,,1999-08-27 15:00,1650,1980
,,,1999-08-27 16:00,1625,1960
,,,1999-08-27 17:00,1637.5,1960
,,,1999-08-27 18:00,1633.333333,1960
,,,1999-08-27 19:00,1615,1945
,,,1999-08-27 20:00,1570,1930
,,,1999-08-27 21:00,1600,1930
,,,1999-08-27 22:00,1612.5,1920
,,,1999-08-27 23:00,1612.5,1910
,,,1999-08-28 0:00,1650,1910
,,,1999-08-28 1:00,1625,1910
,,,1999-08-28 2:00,1687.5,1910
,,,1999-08-28 3:00,1650,1910
,,,1999-08-28 4:00,1637.5,1910
,,,1999-08-28 5:00,1687.5,1910
,,,1999-08-28 6:00,1650,1910
,,,1999-08-28 7:00,1662.5,1900
,,,1999-08-28 8:00,1685,1890
,,,1999-08-28 9:00,1700,1890
,,,1999-08-28 10:00,1720,1860
,,,1999-08-28 11:00,1720,1840
,,,1999-08-28 12:00,1710,1830
,,,1999-08-28 13:00,1720,1810
,,,1999-08-28 14:00,1752.5,1800
,,,1999-08-28 15:00,1720,1800
,,,1999-08-28 16:00,1710,1790
,,,1999-08-28 17:00,1710,1780
,,,1999-08-28 18:00,1740,1790
,,,1999-08-28 19:00,1710,1800
,,,1999-08-28 20:00,1742.5,1810
,,,1999-08-28 21:00,1752.5,1820
,,,1999-08-28 22:00,1777.5,1820
,,,1999-08-28 23:00,1765,1820
,,,1999-08-29 0:00,1777.5,1820
,,,1999-08-29 1:00,1802.5,1810
,,,1999-08-29 2:00,1815,1800
,,,1999-08-29 3:00,1815,1800
,,,1999-08-29 4:00,1865,1800
,,,1999-08-29 5:00,1877.5,1800
,,,1999-08-29 6:00,1890,1790
,,,1999-08-29 7:00,1915,1800
,,,1999-08-29 8:00,1902.5,1800
,,,1999-08-29 9:00,1902.5,1800
,,,1999-08-29 10:00,1902.5,1790
,,,1999-08-29 11:00,1902.5,1780
,,,1999-08-29 12:00,1865,1770
,,,1999-08-29 13:00,1865,1750
,,,1999-08-29 14:00,1840,1740
,,,1999-08-29 15:00,1815,1740
,,,1999-08-29 16:00,1790,1740
,,,1999-08-29 17:00,1765,1740
,,,1999-08-29 18:00,1756.666667,1760
,,,1999-08-29 19:00,1732.5,1750
,,,1999-08-29 20:00,1697.5,1740
,,,1999-08-29 21:00,1660,1740
,,,1999-08-29 22:00,1602.5,1740
,,,1999-08-29 23:00,1557.5,1740
,,,1999-08-30 0:00,1522.5,1720
,,,1999-08-30 1:00,1500,1720
,,,1999-08-30 2:00,1537.5,1720
,,,1999-08-30 3:00,1467.5,1700
,,,1999-08-30 4:00,1500,1690
,,,1999-08-30 5:00,1570,1660
,,,1999-08-30 6:00,1612.5,1660
,,,1999-08-30 7:00,1580,1640
,,,1999-08-30 8:00,1652.5,1640
,,,1999-08-30 9:00,1640,1630
,,,1999-08-30 10:00,1605,1620
,,,1999-08-30 11:00,1557.5,1620
,,,1999-08-30 12:00,1535,1620
,,,1999-08-30 13:00,1547.5,1590
,,,1999-08-30 14:00,1512.5,1590
,,,1999-08-30 15:00,1500,1600
,,,1999-08-30 16:00,1477.5,1600
,,,1999-08-30 17:00,1470,1610
,,,1999-08-30 18:00,1453.333333,1620
,,,1999-08-30 19:00,1422.5,1640
,,,1999-08-30 20:00,1400,1670
,,,1999-08-30 21:00,1400,1690
,,,1999-08-30 22:00,1390,1720
,,,1999-08-30 23:00,1270,1750
,,,1999-08-31 0:00,1260,1780
,,,1999-08-31 1:00,1250,1810
,,,1999-08-31 2:00,1240,1830
,,,1999-08-31 3:00,1272.5,1850
,,,1999-08-31 4:00,1260,1875
,,,1999-08-31 5:00,1240,1910
,,,1999-08-31 6:00,1240,1930
,,,1999-08-31 7:00,1252.5,1920
,,,1999-08-31 8:00,1337.5,1930
,,,1999-08-31 9:00,1410,1930
,,,1999-08-31 10:00,1467.5,1930
,,,1999-08-31 11:00,1512.5,1920
,,,1999-08-31 12:00,1535,1910
,,,1999-08-31 13:00,1512.5,1910
,,,1999-08-31 14:00,1500,1900
,,,1999-08-31 15:00,1445,1890
,,,1999-08-31 16:00,1370,1875
,,,1999-08-31 17:00,1337.5,1860
,,,1999-08-31 18:00,1290,1860
,,,1999-08-31 19:00,1280,1860
,,,1999-08-31 20:00,1280,1860
,,,1999-08-31 21:00,1270,1860
,,,1999-08-31 22:00,1210,1840
,,,1999-08-31 23:00,1170,1830
,,,1999-09-01 0:00,1150,1830
