agency,site,date_time,qual_code,timezone,flow,wuql_code,comments
USGS,paw,2017-08-13,A,EST,422,NA,NA
USGS,paw,2017-08-14,A,EST,508,NA,NA
USGS,paw,2017-08-15,A,EST,459,NA,NA
USGS,paw,2017-08-16,A,EST,438,NA,NA
USGS,paw,2017-08-17,A,EST,435,NA,NA
USGS,paw,2017-08-18,A,EST,411,NA,NA
USGS,paw,2017-08-19,A,EST,321,NA,NA
USGS,paw,2017-08-20,A,EST,282,NA,NA
USGS,paw,2017-08-21,A,EST,285,NA,NA
USGS,paw,2017-08-22,A,EST,273,NA,NA
USGS,paw,2017-08-23,A,EST,273,NA,NA
USGS,paw,2017-08-24,A,EST,311,NA,NA
USGS,paw,2017-08-25,A,EST,398,NA,NA
USGS,paw,2017-08-26,A,EST,580,NA,NA
USGS,paw,2017-08-27,A,EST,616,NA,NA
USGS,paw,2017-08-28,A,EST,758,NA,NA
USGS,paw,2017-08-29,A,EST,621,NA,NA
USGS,paw,2017-08-30,A,EST,510,NA,NA
USGS,paw,2017-08-31,A,EST,451,NA,NA
USGS,paw,2017-09-01,A,EST,409,NA,NA
USGS,por,2017-05-01,A,EST,6090,NA,NA
USGS,por,2017-05-02,A,EST,5610,NA,NA
USGS,por,2017-05-03,A,EST,5250,NA,NA
USGS,por,2017-05-04,A,EST,5100,NA,NA
USGS,por,2017-05-05,A,EST,4880,NA,NA
USGS,por,2017-05-06,A,EST,4550,NA,NA
USGS,por,2017-05-07,A,EST,4340,NA,NA
USGS,por,2017-05-08,A,EST,4410,NA,NA
USGS,por,2017-05-09,A,EST,8030,NA,NA
USGS,por,2017-05-10,A,EST,8290,NA,NA
USGS,por,2017-05-11,A,EST,6890,NA,NA
USGS,por,2017-05-12,A,EST,6350,NA,NA
USGS,por,2017-05-13,A,EST,5660,NA,NA
USGS,por,2017-05-14,A,EST,5740,NA,NA
USGS,por,2017-05-15,A,EST,4990,NA,NA
USGS,por,2017-05-16,A,EST,4630,NA,NA
USGS,por,2017-05-17,A,EST,4580,NA,NA
USGS,por,2017-05-18,A,EST,5400,NA,NA
USGS,por,2017-05-19,A,EST,5010,NA,NA
USGS,por,2017-05-20,A,EST,4570,NA,NA
USGS,por,2017-05-21,A,EST,4140,NA,NA
USGS,por,2017-05-22,A,EST,3890,NA,NA
USGS,por,2017-05-23,A,EST,3820,NA,NA
USGS,por,2017-05-24,A,EST,3800,NA,NA
USGS,por,2017-05-25,A,EST,3690,NA,NA
USGS,por,2017-05-26,A,EST,3840,NA,NA
USGS,por,2017-05-27,A,EST,3860,NA,NA
USGS,por,2017-05-28,A,EST,3820,NA,NA
USGS,por,2017-05-29,A,EST,3480,NA,NA
USGS,por,2017-05-30,A,EST,3230,NA,NA
USGS,por,2017-05-31,A,EST,2960,NA,NA
USGS,por,2017-06-01,A,EST,2860,NA,NA
USGS,por,2017-06-02,A,EST,2950,NA,NA
USGS,por,2017-06-03,A,EST,2940,NA,NA
USGS,por,2017-06-04,A,EST,2780,NA,NA
USGS,por,2017-06-05,A,EST,2630,NA,NA
USGS,por,2017-06-06,A,EST,2500,NA,NA
USGS,por,2017-06-07,A,EST,2300,NA,NA
USGS,por,2017-06-08,A,EST,2300,NA,NA
USGS,por,2017-06-09,A,EST,2030,NA,NA
USGS,por,2017-06-10,A,EST,1950,NA,NA
USGS,por,2017-06-11,A,EST,1920,NA,NA
USGS,por,2017-06-12,A,EST,1810,NA,NA
USGS,por,2017-06-13,A,EST,1720,NA,NA
USGS,por,2017-06-14,A,EST,1620,NA,NA
USGS,por,2017-06-15,A,EST,1760,NA,NA
USGS,por,2017-06-16,A,EST,1800,NA,NA
USGS,por,2017-06-17,A,EST,1790,NA,NA
USGS,por,2017-06-18,A,EST,1750,NA,NA
USGS,por,2017-06-19,A,EST,1800,NA,NA
USGS,por,2017-06-20,A,EST,1910,NA,NA
USGS,por,2017-06-21,A,EST,1840,NA,NA
USGS,por,2017-06-22,A,EST,1690,NA,NA
USGS,por,2017-06-23,A,EST,1680,NA,NA
USGS,por,2017-06-24,A,EST,1680,NA,NA
USGS,por,2017-06-25,A,EST,1590,NA,NA
USGS,por,2017-06-26,A,EST,1480,NA,NA
USGS,por,2017-06-27,A,EST,1450,NA,NA
USGS,por,2017-06-28,A,EST,1420,NA,NA
USGS,por,2017-06-29,A,EST,1590,NA,NA
USGS,por,2017-06-30,A,EST,1620,NA,NA
USGS,por,2017-07-01,A,EST,1370,NA,NA
USGS,por,2017-07-02,A,EST,1530,NA,NA
USGS,por,2017-07-03,A,EST,2060,NA,NA
USGS,por,2017-07-04,A,EST,1720,NA,NA
USGS,por,2017-07-05,A,EST,1630,NA,NA
USGS,por,2017-07-06,A,EST,1570,NA,NA
USGS,por,2017-07-07,A,EST,1440,NA,NA
USGS,por,2017-07-08,A,EST,1290,NA,NA
USGS,por,2017-07-09,A,EST,1160,NA,NA
USGS,por,2017-07-10,A,EST,1060,NA,NA
USGS,por,2017-07-11,A,EST,930,NA,NA
USGS,por,2017-07-12,A,EST,973,NA,NA
USGS,por,2017-07-13,A,EST,978,NA,NA
USGS,por,2017-07-14,A,EST,1040,NA,NA
USGS,por,2017-07-15,A,EST,969,NA,NA
USGS,por,2017-07-16,A e,EST,1100,NA,NA
USGS,por,2017-07-17,A e,EST,1300,NA,NA
USGS,por,2017-07-18,A e,EST,1200,NA,NA
USGS,por,2017-07-19,A e,EST,1100,NA,NA
USGS,por,2017-07-20,A e,EST,1000,NA,NA
USGS,por,2017-07-21,A e,EST,1050,NA,NA
USGS,por,2017-07-22,A e,EST,1050,NA,NA
USGS,por,2017-07-23,A e,EST,1100,NA,NA
USGS,por,2017-07-24,A e,EST,1100,NA,NA
USGS,por,2017-07-25,A e,EST,1200,NA,NA
USGS,por,2017-07-26,A e,EST,1500,NA,NA
USGS,por,2017-07-27,A,EST,1360,NA,NA
USGS,por,2017-07-28,A,EST,1220,NA,NA
USGS,por,2017-07-29,A,EST,1300,NA,NA
USGS,por,2017-07-30,A e,EST,1200,NA,NA
USGS,por,2017-07-31,A e,EST,1150,NA,NA
USGS,por,2017-08-01,A e,EST,1150,NA,NA
USGS,por,2017-08-02,A e,EST,1150,NA,NA
USGS,por,2017-08-03,A e,EST,1100,NA,NA
USGS,por,2017-08-04,A e,EST,1150,NA,NA
USGS,por,2017-08-05,A e,EST,1100,NA,NA
USGS,por,2017-08-06,A e,EST,1150,NA,NA
USGS,por,2017-08-07,A,EST,1170,NA,NA
USGS,por,2017-08-08,A,EST,1070,NA,NA
USGS,por,2017-08-09,A,EST,1040,NA,NA
USGS,por,2017-08-10,A,EST,1020,NA,NA
USGS,por,2017-08-11,A,EST,976,NA,NA
USGS,por,2017-08-12,A,EST,814,NA,NA
USGS,por,2017-08-13,A,EST,762,NA,NA
USGS,por,2017-08-14,A,EST,721,NA,NA
USGS,por,2017-08-15,A,EST,1030,NA,NA
USGS,por,2017-08-16,A,EST,967,NA,NA
USGS,por,2017-08-17,A e,EST,1020,NA,NA
USGS,por,2017-08-18,A e,EST,1080,NA,NA
USGS,por,2017-08-19,A e,EST,1040,NA,NA
USGS,por,2017-08-20,A,EST,1010,NA,NA
USGS,por,2017-08-21,A,EST,1070,NA,NA
USGS,por,2017-08-22,A,EST,987,NA,NA
USGS,por,2017-08-23,A,EST,1010,NA,NA
USGS,por,2017-08-24,A,EST,1030,NA,NA
USGS,por,2017-08-25,A,EST,986,NA,NA
USGS,por,2017-08-26,A,EST,1230,NA,NA
USGS,por,2017-08-27,A,EST,1890,NA,NA
USGS,por,2017-08-28,A,EST,1870,NA,NA
USGS,por,2017-08-29,A,EST,1790,NA,NA
USGS,por,2017-08-30,A,EST,1660,NA,NA
USGS,por,2017-08-31,A,EST,1850,NA,NA
USGS,por,2017-09-01,A,EST,1710,NA,NA
NA,NA,#VALUE!,NA,NA,NA,NA,NA
USGS,lfalls,2017-05-01,A,EST,7390,NA,NA
USGS,lfalls,2017-05-02,A,EST,6620,NA,NA
USGS,lfalls,2017-05-03,A,EST,6090,NA,NA
USGS,lfalls,2017-05-04,A,EST,5740,NA,NA
USGS,lfalls,2017-05-05,A,EST,5470,NA,NA
USGS,lfalls,2017-05-06,A,EST,5250,NA,NA
USGS,lfalls,2017-05-07,A,EST,4830,NA,NA
USGS,lfalls,2017-05-08,A,EST,5580,NA,NA
USGS,lfalls,2017-05-09,A,EST,5740,NA,NA
USGS,lfalls,2017-05-10,A,EST,9940,NA,NA
USGS,lfalls,2017-05-11,A,EST,8540,NA,NA
USGS,lfalls,2017-05-12,A,EST,7100,NA,NA
USGS,lfalls,2017-05-13,A,EST,6370,NA,NA
USGS,lfalls,2017-05-14,A,EST,5800,NA,NA
USGS,lfalls,2017-05-15,A,EST,5710,NA,NA
USGS,lfalls,2017-05-16,A,EST,4940,NA,NA
USGS,lfalls,2017-05-17,A,EST,4530,NA,NA
USGS,lfalls,2017-05-18,A,EST,4570,NA,NA
USGS,lfalls,2017-05-19,A,EST,5200,NA,NA
USGS,lfalls,2017-05-20,A,EST,4710,NA,NA
USGS,lfalls,2017-05-21,A,EST,4110,NA,NA
USGS,lfalls,2017-05-22,A,EST,3710,NA,NA
USGS,lfalls,2017-05-23,A,EST,3840,NA,NA
USGS,lfalls,2017-05-24,A,EST,4060,NA,NA
USGS,lfalls,2017-05-25,A,EST,4140,NA,NA
USGS,lfalls,2017-05-26,A,EST,3640,NA,NA
USGS,lfalls,2017-05-27,A,EST,3590,NA,NA
USGS,lfalls,2017-05-28,A,EST,3360,NA,NA
USGS,lfalls,2017-05-29,A,EST,3260,NA,NA
USGS,lfalls,2017-05-30,A,EST,2940,NA,NA
USGS,lfalls,2017-05-31,A,EST,2650,NA,NA
USGS,lfalls,2017-06-01,A,EST,2370,NA,NA
USGS,lfalls,2017-06-02,A,EST,2180,NA,NA
USGS,lfalls,2017-06-03,A,EST,2220,NA,NA
USGS,lfalls,2017-06-04,A,EST,2210,NA,NA
USGS,lfalls,2017-06-05,A,EST,2200,NA,NA
USGS,lfalls,2017-06-06,A,EST,2090,NA,NA
USGS,lfalls,2017-06-07,A,EST,1850,NA,NA
USGS,lfalls,2017-06-08,A,EST,1600,NA,NA
USGS,lfalls,2017-06-09,A,EST,1520,NA,NA
USGS,lfalls,2017-06-10,A,EST,1340,NA,NA
USGS,lfalls,2017-06-11,A,EST,1370,NA,NA
USGS,lfalls,2017-06-12,A,EST,1270,NA,NA
USGS,lfalls,2017-06-13,A,EST,1320,NA,NA
USGS,lfalls,2017-06-14,A,EST,1480,NA,NA
USGS,lfalls,2017-06-15,A,EST,1600,NA,NA
USGS,lfalls,2017-06-16,A,EST,1280,NA,NA
USGS,lfalls,2017-06-17,A,EST,1470,NA,NA
USGS,lfalls,2017-06-18,A,EST,1500,NA,NA
USGS,lfalls,2017-06-19,A,EST,1380,NA,NA
USGS,lfalls,2017-06-20,A,EST,1620,NA,NA
USGS,lfalls,2017-06-21,A,EST,1870,NA,NA
USGS,lfalls,2017-06-22,A,EST,1620,NA,NA
USGS,lfalls,2017-06-23,A,EST,1400,NA,NA
USGS,lfalls,2017-06-24,A,EST,1190,NA,NA
USGS,lfalls,2017-06-25,A,EST,1120,NA,NA
USGS,lfalls,2017-06-26,A,EST,1080,NA,NA
USGS,lfalls,2017-06-27,A,EST,900,NA,NA
USGS,lfalls,2017-06-28,A,EST,803,NA,NA
USGS,lfalls,2017-06-29,A,EST,1170,NA,NA
USGS,lfalls,2017-06-30,A,EST,1070,NA,NA
USGS,lfalls,2017-07-01,A,EST,1080,NA,NA
USGS,lfalls,2017-07-02,A,EST,1100,NA,NA
USGS,lfalls,2017-07-03,A,EST,972,NA,NA
USGS,lfalls,2017-07-04,A,EST,1180,NA,NA
USGS,lfalls,2017-07-05,A,EST,1250,NA,NA
USGS,lfalls,2017-07-06,A,EST,864,NA,NA
USGS,lfalls,2017-07-07,A,EST,724,NA,NA
USGS,lfalls,2017-07-08,A,EST,680,NA,NA
USGS,lfalls,2017-07-09,A,EST,649,NA,NA
USGS,lfalls,2017-07-10,A,EST,488,NA,NA
USGS,lfalls,2017-07-11,A,EST,518,NA,NA
USGS,lfalls,2017-07-12,A,EST,377,NA,NA
USGS,lfalls,2017-07-13,A,EST,451,NA,NA
USGS,lfalls,2017-07-14,A,EST,402,NA,NA
USGS,lfalls,2017-07-15,A,EST,284,NA,NA
USGS,lfalls,2017-07-16,A,EST,383,NA,NA
USGS,lfalls,2017-07-17,A,EST,287,NA,NA
USGS,lfalls,2017-07-18,A,EST,234,NA,NA
USGS,lfalls,2017-07-19,A,EST,424,NA,NA
USGS,lfalls,2017-07-20,A,EST,428,NA,NA
USGS,lfalls,2017-07-21,A,EST,441,NA,NA
USGS,lfalls,2017-07-22,A,EST,295,NA,NA
USGS,lfalls,2017-07-23,A,EST,358,NA,NA
USGS,lfalls,2017-07-24,A,EST,344,NA,NA
USGS,lfalls,2017-07-25,A,EST,440,NA,NA
USGS,lfalls,2017-07-26,A,EST,725,NA,NA
USGS,lfalls,2017-07-27,A,EST,762,NA,NA
USGS,lfalls,2017-07-28,A,EST,746,NA,NA
USGS,lfalls,2017-07-29,A,EST,679,NA,NA
USGS,lfalls,2017-07-30,A,EST,516,NA,NA
USGS,lfalls,2017-07-31,A,EST,490,NA,NA
USGS,lfalls,2017-08-01,A,EST,438,NA,NA
USGS,lfalls,2017-08-02,A,EST,478,NA,NA
USGS,lfalls,2017-08-03,A,EST,424,NA,NA
USGS,lfalls,2017-08-04,A,EST,431,NA,NA
USGS,lfalls,2017-08-05,A,EST,374,NA,NA
USGS,lfalls,2017-08-06,A,EST,487,NA,NA
USGS,lfalls,2017-08-07,A,EST,486,NA,NA
USGS,lfalls,2017-08-08,A,EST,401,NA,NA
USGS,lfalls,2017-08-09,A,EST,476,NA,NA
USGS,lfalls,2017-08-10,A,EST,379,NA,NA
USGS,lfalls,2017-08-11,A,EST,281,NA,NA
USGS,lfalls,2017-08-12,A,EST,288,NA,NA
USGS,lfalls,2017-08-13,A,EST,174,NA,NA
USGS,lfalls,2017-08-14,A,EST,304,NA,NA
USGS,lfalls,2017-08-15,A,EST,479,NA,NA
USGS,lfalls,2017-08-16,A,EST,358,NA,NA
USGS,lfalls,2017-08-17,A,EST,274,NA,NA
USGS,lfalls,2017-08-18,A,EST,260,NA,NA
USGS,lfalls,2017-08-19,A,EST,270,NA,NA
USGS,lfalls,2017-08-20,A,EST,685,NA,NA
USGS,lfalls,2017-08-21,A,EST,595,NA,NA
USGS,lfalls,2017-08-22,A,EST,568,NA,NA
USGS,lfalls,2017-08-23,A,EST,464,NA,NA
USGS,lfalls,2017-08-24,A,EST,799,NA,NA
USGS,lfalls,2017-08-25,A,EST,1460,NA,NA
USGS,lfalls,2017-08-26,A,EST,2300,NA,NA
USGS,lfalls,2017-08-27,A,EST,2000,NA,NA
USGS,lfalls,2017-08-28,A,EST,1670,NA,NA
USGS,lfalls,2017-08-29,A,EST,1830,NA,NA
USGS,lfalls,2017-08-30,A,EST,1550,NA,NA
USGS,lfalls,2017-08-31,A,EST,1360,NA,NA
USGS,lfalls,2017-09-01,A,EST,1230,NA,NA
USGS,bloomington,2017-05-01,A,EST,132,NA,NA
USGS,bloomington,2017-05-02,A,EST,126,NA,NA
USGS,bloomington,2017-05-03,A,EST,100,NA,NA
USGS,bloomington,2017-05-04,A,EST,88,NA,NA
USGS,bloomington,2017-05-05,A,EST,88,NA,NA
USGS,bloomington,2017-05-06,A,EST,88,NA,NA
USGS,bloomington,2017-05-07,A,EST,129,NA,NA
USGS,bloomington,2017-05-08,A,EST,286,NA,NA
USGS,bloomington,2017-05-09,A,EST,222,NA,NA
USGS,bloomington,2017-05-10,A,EST,168,NA,NA
USGS,bloomington,2017-05-11,A,EST,127,NA,NA
USGS,bloomington,2017-05-12,A,EST,113,NA,NA
USGS,bloomington,2017-05-13,A,EST,112,NA,NA
USGS,bloomington,2017-05-14,A,EST,122,NA,NA
USGS,bloomington,2017-05-15,A,EST,115,NA,NA
USGS,bloomington,2017-05-16,A,EST,104,NA,NA
USGS,bloomington,2017-05-17,A,EST,83,NA,NA
USGS,bloomington,2017-05-18,A,EST,74,NA,NA
USGS,bloomington,2017-05-19,A,EST,75,NA,NA
USGS,bloomington,2017-05-20,A,EST,74,NA,NA
USGS,bloomington,2017-05-21,A,EST,73,NA,NA
USGS,bloomington,2017-05-22,A,EST,73,NA,NA
USGS,bloomington,2017-05-23,A,EST,74,NA,NA
USGS,bloomington,2017-05-24,A,EST,112,NA,NA
USGS,bloomington,2017-05-25,A,EST,129,NA,NA
USGS,bloomington,2017-05-26,A,EST,108,NA,NA
USGS,bloomington,2017-05-27,A,EST,99,NA,NA
USGS,bloomington,2017-05-28,A,EST,81,NA,NA
USGS,bloomington,2017-05-29,A,EST,72,NA,NA
USGS,bloomington,2017-05-30,A,EST,72,NA,NA
USGS,bloomington,2017-05-31,A,EST,72,NA,NA
USGS,bloomington,2017-06-01,A,EST,72,NA,NA
USGS,bloomington,2017-06-02,A,EST,71,NA,NA
USGS,bloomington,2017-06-03,A,EST,71,NA,NA
USGS,bloomington,2017-06-04,A,EST,70,NA,NA
USGS,bloomington,2017-06-05,A,EST,70,NA,NA
USGS,bloomington,2017-06-06,A,EST,70,NA,NA
USGS,bloomington,2017-06-07,A,EST,70,NA,NA
USGS,bloomington,2017-06-08,A,EST,70,NA,NA
USGS,bloomington,2017-06-09,A,EST,58,NA,NA
USGS,bloomington,2017-06-10,A,EST,57,NA,NA
USGS,bloomington,2017-06-11,A,EST,57,NA,NA
USGS,bloomington,2017-06-12,A,EST,57,NA,NA
USGS,bloomington,2017-06-13,A,EST,57,NA,NA
USGS,bloomington,2017-06-14,A,EST,57,NA,NA
USGS,bloomington,2017-06-15,A,EST,57,NA,NA
USGS,bloomington,2017-06-16,A,EST,52,NA,NA
USGS,bloomington,2017-06-17,A,EST,50,NA,NA
USGS,bloomington,2017-06-18,A,EST,50,NA,NA
USGS,bloomington,2017-06-19,A,EST,50,NA,NA
USGS,bloomington,2017-06-20,A,EST,49,NA,NA
USGS,bloomington,2017-06-21,A,EST,49,NA,NA
USGS,bloomington,2017-06-22,A,EST,49,NA,NA
USGS,bloomington,2017-06-23,A,EST,49,NA,NA
USGS,bloomington,2017-06-24,A,EST,49,NA,NA
USGS,bloomington,2017-06-25,A,EST,49,NA,NA
USGS,bloomington,2017-06-26,A,EST,49,NA,NA
USGS,bloomington,2017-06-27,A,EST,49,NA,NA
USGS,bloomington,2017-06-28,A,EST,49,NA,NA
USGS,bloomington,2017-06-29,A,EST,49,NA,NA
USGS,bloomington,2017-06-30,A,EST,49,NA,NA
USGS,bloomington,2017-07-01,A,EST,49,NA,NA
USGS,bloomington,2017-07-02,A,EST,49,NA,NA
USGS,bloomington,2017-07-03,A,EST,49,NA,NA
USGS,bloomington,2017-07-04,A,EST,49,NA,NA
USGS,bloomington,2017-07-05,A,EST,49,NA,NA
USGS,bloomington,2017-07-06,A,EST,49,NA,NA
USGS,bloomington,2017-07-07,A,EST,49,NA,NA
USGS,bloomington,2017-07-08,A,EST,49,NA,NA
USGS,bloomington,2017-07-09,A,EST,44,NA,NA
USGS,bloomington,2017-07-10,A,EST,42,NA,NA
USGS,bloomington,2017-07-11,A,EST,92,NA,NA
USGS,bloomington,2017-07-12,A,EST,112,NA,NA
USGS,bloomington,2017-07-13,A,EST,76,NA,NA
USGS,bloomington,2017-07-14,A,EST,54,NA,NA
USGS,bloomington,2017-07-15,A,EST,47,NA,NA
USGS,bloomington,2017-07-16,A,EST,58,NA,NA
USGS,bloomington,2017-07-17,A,EST,62,NA,NA
USGS,bloomington,2017-07-18,A,EST,51,NA,NA
USGS,bloomington,2017-07-19,A,EST,47,NA,NA
USGS,bloomington,2017-07-20,A,EST,47,NA,NA
USGS,bloomington,2017-07-21,A,EST,47,NA,NA
USGS,bloomington,2017-07-22,A,EST,47,NA,NA
USGS,bloomington,2017-07-23,A,EST,47,NA,NA
USGS,bloomington,2017-07-24,A,EST,47,NA,NA
USGS,bloomington,2017-07-25,A,EST,47,NA,NA
USGS,bloomington,2017-07-26,A,EST,47,NA,NA
USGS,bloomington,2017-07-27,A,EST,47,NA,NA
USGS,bloomington,2017-07-28,A,EST,47,NA,NA
USGS,bloomington,2017-07-29,A,EST,47,NA,NA
USGS,bloomington,2017-07-30,A,EST,46,NA,NA
USGS,bloomington,2017-07-31,A,EST,46,NA,NA
USGS,bloomington,2017-08-01,A,EST,46,NA,NA
USGS,bloomington,2017-08-02,A,EST,46,NA,NA
USGS,bloomington,2017-08-03,A,EST,45,NA,NA
USGS,bloomington,2017-08-04,A,EST,45,NA,NA
USGS,bloomington,2017-08-05,A,EST,45,NA,NA
USGS,bloomington,2017-08-06,A,EST,45,NA,NA
USGS,bloomington,2017-08-07,A,EST,45,NA,NA
USGS,bloomington,2017-08-08,A,EST,45,NA,NA
USGS,bloomington,2017-08-09,A,EST,42,NA,NA
USGS,bloomington,2017-08-10,A,EST,41,NA,NA
USGS,bloomington,2017-08-11,A,EST,41,NA,NA
USGS,bloomington,2017-08-12,A,EST,42,NA,NA
USGS,bloomington,2017-08-13,A,EST,44,NA,NA
USGS,bloomington,2017-08-14,A,EST,44,NA,NA
USGS,bloomington,2017-08-15,A,EST,44,NA,NA
USGS,bloomington,2017-08-16,A,EST,44,NA,NA
USGS,bloomington,2017-08-17,A,EST,44,NA,NA
USGS,bloomington,2017-08-18,A,EST,43,NA,NA
USGS,bloomington,2017-08-19,A,EST,43,NA,NA
USGS,bloomington,2017-08-20,A,EST,43,NA,NA
USGS,bloomington,2017-08-21,A,EST,43,NA,NA
USGS,bloomington,2017-08-22,A,EST,43,NA,NA
USGS,bloomington,2017-08-23,A,EST,43,NA,NA
USGS,bloomington,2017-08-24,A,EST,44,NA,NA
USGS,bloomington,2017-08-25,A,EST,44,NA,NA
USGS,bloomington,2017-08-26,A,EST,44,NA,NA
USGS,bloomington,2017-08-27,A,EST,44,NA,NA
USGS,bloomington,2017-08-28,A,EST,44,NA,NA
USGS,bloomington,2017-08-29,A,EST,43,NA,NA
USGS,bloomington,2017-08-30,A,EST,43,NA,NA
USGS,bloomington,2017-08-31,A,EST,43,NA,NA
USGS,bloomington,2017-09-01,A,EST,43,NA,NA
USGS,barton,2017-05-01,A,EST,51,NA,NA
USGS,barton,2017-05-02,A,EST,45,NA,NA
USGS,barton,2017-05-03,A,EST,41,NA,NA
USGS,barton,2017-05-04,A,EST,37,NA,NA
USGS,barton,2017-05-05,A,EST,34,NA,NA
USGS,barton,2017-05-06,A,EST,32,NA,NA
USGS,barton,2017-05-07,A,EST,36,NA,NA
USGS,barton,2017-05-08,A,EST,60,NA,NA
USGS,barton,2017-05-09,A,EST,49,NA,NA
USGS,barton,2017-05-10,A,EST,42,NA,NA
USGS,barton,2017-05-11,A,EST,39,NA,NA
USGS,barton,2017-05-12,A,EST,35,NA,NA
USGS,barton,2017-05-13,A,EST,36,NA,NA
USGS,barton,2017-05-14,A,EST,56,NA,NA
USGS,barton,2017-05-15,A,EST,43,NA,NA
USGS,barton,2017-05-16,A,EST,37,NA,NA
USGS,barton,2017-05-17,A,EST,34,NA,NA
USGS,barton,2017-05-18,A,EST,32,NA,NA
USGS,barton,2017-05-19,A,EST,32,NA,NA
USGS,barton,2017-05-20,A,EST,29,NA,NA
USGS,barton,2017-05-21,A,EST,25,NA,NA
USGS,barton,2017-05-22,A,EST,30,NA,NA
USGS,barton,2017-05-23,A,EST,66,NA,NA
USGS,barton,2017-05-24,A,EST,58,NA,NA
USGS,barton,2017-05-25,A,EST,54,NA,NA
USGS,barton,2017-05-26,A,EST,46,NA,NA
USGS,barton,2017-05-27,A,EST,39,NA,NA
USGS,barton,2017-05-28,A,EST,34,NA,NA
USGS,barton,2017-05-29,A,EST,29,NA,NA
USGS,barton,2017-05-30,A,EST,24,NA,NA
USGS,barton,2017-05-31,A,EST,22,NA,NA
USGS,barton,2017-06-01,A,EST,20,NA,NA
USGS,barton,2017-06-02,A,EST,22,NA,NA
USGS,barton,2017-06-03,A,EST,24,NA,NA
USGS,barton,2017-06-04,A,EST,18,NA,NA
USGS,barton,2017-06-05,A,EST,15,NA,NA
USGS,barton,2017-06-06,A,EST,13,NA,NA
USGS,barton,2017-06-07,A,EST,12,NA,NA
USGS,barton,2017-06-08,A,EST,11,NA,NA
USGS,barton,2017-06-09,A,EST,11,NA,NA
USGS,barton,2017-06-10,A,EST,10,NA,NA
USGS,barton,2017-06-11,A,EST,9.4,NA,NA
USGS,barton,2017-06-12,A,EST,8.9,NA,NA
USGS,barton,2017-06-13,A,EST,8.5,NA,NA
USGS,barton,2017-06-14,A,EST,8.1,NA,NA
USGS,barton,2017-06-15,A,EST,7.6,NA,NA
USGS,barton,2017-06-16,A,EST,7.6,NA,NA
USGS,barton,2017-06-17,A,EST,11,NA,NA
USGS,barton,2017-06-18,A,EST,13,NA,NA
USGS,barton,2017-06-19,A,EST,10,NA,NA
USGS,barton,2017-06-20,A,EST,6.6,NA,NA
USGS,barton,2017-06-21,A,EST,5.8,NA,NA
USGS,barton,2017-06-22,A,EST,5.7,NA,NA
USGS,barton,2017-06-23,A,EST,5,NA,NA
USGS,barton,2017-06-24,A,EST,4.4,NA,NA
USGS,barton,2017-06-25,A,EST,4.2,NA,NA
USGS,barton,2017-06-26,A,EST,4,NA,NA
USGS,barton,2017-06-27,A,EST,3.6,NA,NA
USGS,barton,2017-06-28,A,EST,3.4,NA,NA
USGS,barton,2017-06-29,A,EST,4.2,NA,NA
USGS,barton,2017-06-30,A,EST,4.3,NA,NA
USGS,barton,2017-07-01,A,EST,4.3,NA,NA
USGS,barton,2017-07-02,A,EST,4.3,NA,NA
USGS,barton,2017-07-03,A,EST,4.2,NA,NA
USGS,barton,2017-07-04,A,EST,3.5,NA,NA
USGS,barton,2017-07-05,A,EST,3,NA,NA
USGS,barton,2017-07-06,A,EST,2.9,NA,NA
USGS,barton,2017-07-07,A,EST,2.2,NA,NA
USGS,barton,2017-07-08,A,EST,1.8,NA,NA
USGS,barton,2017-07-09,A,EST,1.6,NA,NA
USGS,barton,2017-07-10,A,EST,1.5,NA,NA
USGS,barton,2017-07-11,A,EST,1.7,NA,NA
USGS,barton,2017-07-12,A,EST,1.8,NA,NA
USGS,barton,2017-07-13,A,EST,1.7,NA,NA
USGS,barton,2017-07-14,A,EST,1.5,NA,NA
USGS,barton,2017-07-15,A,EST,1.5,NA,NA
USGS,barton,2017-07-16,A,EST,1.4,NA,NA
USGS,barton,2017-07-17,A,EST,1.3,NA,NA
USGS,barton,2017-07-18,A,EST,1.5,NA,NA
USGS,barton,2017-07-19,A,EST,1.5,NA,NA
USGS,barton,2017-07-20,A,EST,1.4,NA,NA
USGS,barton,2017-07-21,A,EST,1.3,NA,NA
USGS,barton,2017-07-22,A,EST,1.3,NA,NA
USGS,barton,2017-07-23,A,EST,1.3,NA,NA
USGS,barton,2017-07-24,A,EST,1.2,NA,NA
USGS,barton,2017-07-25,A,EST,1.6,NA,NA
USGS,barton,2017-07-26,A,EST,1.8,NA,NA
USGS,barton,2017-07-27,A,EST,1.6,NA,NA
USGS,barton,2017-07-28,A,EST,4.5,NA,NA
USGS,barton,2017-07-29,A,EST,14,NA,NA
USGS,barton,2017-07-30,A e,EST,6,NA,NA
USGS,barton,2017-07-31,A e,EST,1.3,NA,NA
USGS,barton,2017-08-01,A e,EST,1.5,NA,NA
USGS,barton,2017-08-02,A e,EST,1.5,NA,NA
USGS,barton,2017-08-03,A e,EST,1.4,NA,NA
USGS,barton,2017-08-04,A e,EST,1.3,NA,NA
USGS,barton,2017-08-05,A e,EST,1.2,NA,NA
USGS,barton,2017-08-06,A e,EST,1.2,NA,NA
