date,por1_sim
2017-01-01,33.2275
2017-01-02,39.2055
2017-01-03,152.982958333333
2017-01-04,194.174166666667
2017-01-05,114.633291666667
2017-01-06,85.5512916666667
2017-01-07,71.37275
2017-01-08,64.427875
2017-01-09,60.1730833333333
2017-01-10,56.8470416666667
2017-01-11,56.9141666666667
2017-01-12,64.0755833333333
2017-01-13,60.8229583333333
2017-01-14,59.7549166666667
2017-01-15,67.2124583333333
2017-01-16,63.1862083333333
2017-01-17,62.0356666666667
2017-01-18,65.5969166666667
2017-01-19,60.590125
2017-01-20,56.02625
2017-01-21,52.0861666666667
2017-01-22,48.9355
2017-01-23,217.907333333333
2017-01-24,334.367916666667
2017-01-25,178.515416666667
2017-01-26,120.882916666667
2017-01-27,102.476791666667
2017-01-28,92.0860416666667
2017-01-29,85.2007916666667
2017-01-30,80.53375
2017-01-31,75.6617916666667
2017-02-01,71.0313333333333
2017-02-02,66.7559166666667
2017-02-03,62.7671666666667
2017-02-04,59.02525
2017-02-05,55.4785416666667
2017-02-06,52.0667083333333
2017-02-07,48.8145
2017-02-08,45.562875
2017-02-09,58.8182083333333
2017-02-10,60.1157083333333
2017-02-11,51.7766666666667
2017-02-12,50.5074166666667
2017-02-13,52.6741666666667
2017-02-14,47.760125
2017-02-15,43.6882083333333
2017-02-16,40.605125
2017-02-17,38.0036666666667
2017-02-18,35.5871666666667
2017-02-19,33.4191666666667
2017-02-20,31.1742083333333
2017-02-21,29.1295833333333
2017-02-22,27.3334583333333
2017-02-23,26.231375
2017-02-24,24.9685833333333
2017-02-25,23.8436666666667
2017-02-26,23.7221666666667
2017-02-27,22.9670833333333
2017-02-28,22.380875
2017-03-01,28.4707083333333
2017-03-02,31.7951666666667
2017-03-03,30.4317916666667
2017-03-04,28.423625
2017-03-05,26.9150416666667
2017-03-06,25.9354583333333
2017-03-07,24.8847083333333
2017-03-08,25.7007083333333
2017-03-09,25.523125
2017-03-10,25.062875
2017-03-11,24.727
2017-03-12,23.8559583333333
2017-03-13,22.8063333333333
2017-03-14,23.9166666666667
2017-03-15,22.7789583333333
2017-03-16,22.432375
2017-03-17,29.9754166666667
2017-03-18,66.1649166666667
2017-03-19,170.0025
2017-03-20,133.167083333333
2017-03-21,106.012916666667
2017-03-22,91.1695416666667
2017-03-23,82.0329166666667
2017-03-24,79.8449166666667
2017-03-25,79.0443333333333
2017-03-26,71.92425
2017-03-27,67.69
2017-03-28,74.5202083333333
2017-03-29,80.4258333333333
2017-03-30,70.2693333333333
2017-03-31,502.169333333333
2017-04-01,353.984583333333
2017-04-02,166.264583333333
2017-04-03,112.590416666667
2017-04-04,96.2332083333333
2017-04-05,86.4287083333333
2017-04-06,337.497
2017-04-07,328.302083333333
2017-04-08,169.983333333333
2017-04-09,120.39875
2017-04-10,103.820875
2017-04-11,93.0877916666667
2017-04-12,85.0130833333333
2017-04-13,78.0589166666667
2017-04-14,71.76525
2017-04-15,65.9589166666667
2017-04-16,60.49325
2017-04-17,57.954625
2017-04-18,55.449125
2017-04-19,51.2986666666667
2017-04-20,47.7875833333333
2017-04-21,47.7035416666667
2017-04-22,51.3135
2017-04-23,61.220875
2017-04-24,56.815
2017-04-25,51.6694583333333
2017-04-26,46.8228333333333
2017-04-27,45.544875
2017-04-28,55.5111666666667
2017-04-29,49.0898333333333
2017-04-30,43.3933333333333
2017-05-01,47.6518333333333
2017-05-02,48.26825
2017-05-03,54.8528333333333
2017-05-04,141.707208333333
2017-05-05,200.445416666667
2017-05-06,132.460416666667
2017-05-07,103.372875
2017-05-08,87.7723333333333
2017-05-09,81.3759583333333
2017-05-10,112.96625
2017-05-11,103.935083333333
2017-05-12,86.1075
2017-05-13,74.2376666666667
2017-05-14,66.0435833333333
2017-05-15,59.997625
2017-05-16,54.6634583333333
