unique_id,supplier,location,date_time,day,time,measurement,today,value,units,comments
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-04-04T04:00:00Z,yesterday,NA,daily average withdrawals,4/5/1999,44.1,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-04-05T04:00:00Z,yesterday,NA,daily average withdrawals,4/6/1999,44.75,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-04-06T04:00:00Z,yesterday,NA,daily average withdrawals,4/7/1999,48.03,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-04-07T04:00:00Z,yesterday,NA,daily average withdrawals,4/8/1999,52.07,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-04-08T04:00:00Z,yesterday,NA,daily average withdrawals,4/9/1999,50.27,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-04-09T04:00:00Z,yesterday,NA,daily average withdrawals,4/10/1999,52.09,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-04-10T04:00:00Z,yesterday,NA,daily average withdrawals,4/11/1999,50.98,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-04-11T04:00:00Z,yesterday,NA,daily average withdrawals,4/12/1999,44.46,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-04-12T04:00:00Z,yesterday,NA,daily average withdrawals,4/13/1999,43.67,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-04-13T04:00:00Z,yesterday,NA,daily average withdrawals,4/14/1999,43.65,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-04-14T04:00:00Z,yesterday,NA,daily average withdrawals,4/15/1999,46.96,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-04-15T04:00:00Z,yesterday,NA,daily average withdrawals,4/16/1999,42.48,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-04-16T04:00:00Z,yesterday,NA,daily average withdrawals,4/17/1999,42.42,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-04-17T04:00:00Z,yesterday,NA,daily average withdrawals,4/18/1999,42.42,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-04-18T04:00:00Z,yesterday,NA,daily average withdrawals,4/19/1999,42.33,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-04-19T04:00:00Z,yesterday,NA,daily average withdrawals,4/20/1999,40.86,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-04-20T04:00:00Z,yesterday,NA,daily average withdrawals,4/21/1999,41.29,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-04-21T04:00:00Z,yesterday,NA,daily average withdrawals,4/22/1999,41.76,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-04-22T04:00:00Z,yesterday,NA,daily average withdrawals,4/23/1999,42.07,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-04-23T04:00:00Z,yesterday,NA,daily average withdrawals,4/24/1999,42.57,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-04-24T04:00:00Z,yesterday,NA,daily average withdrawals,4/25/1999,38.29,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-04-25T04:00:00Z,yesterday,NA,daily average withdrawals,4/26/1999,31.51,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-04-26T04:00:00Z,yesterday,NA,daily average withdrawals,4/27/1999,27.65,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-04-27T04:00:00Z,yesterday,NA,daily average withdrawals,4/28/1999,29.14,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-04-28T04:00:00Z,yesterday,NA,daily average withdrawals,4/29/1999,29.18,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-04-29T04:00:00Z,yesterday,NA,daily average withdrawals,4/30/1999,29.05,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-04-30T04:00:00Z,yesterday,NA,daily average withdrawals,5/1/1999,28.37,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-05-01T04:00:00Z,yesterday,NA,daily average withdrawals,5/2/1999,41.67,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-05-02T04:00:00Z,yesterday,NA,daily average withdrawals,5/3/1999,32.69,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-05-03T04:00:00Z,yesterday,NA,daily average withdrawals,5/4/1999,29.95,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-05-04T04:00:00Z,yesterday,NA,daily average withdrawals,5/5/1999,43.02,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-05-05T04:00:00Z,yesterday,NA,daily average withdrawals,5/6/1999,38.7,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-05-06T04:00:00Z,yesterday,NA,daily average withdrawals,5/7/1999,48.26,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-05-07T04:00:00Z,yesterday,NA,daily average withdrawals,5/8/1999,52.43,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-05-08T04:00:00Z,yesterday,NA,daily average withdrawals,5/9/1999,43.37,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-05-09T04:00:00Z,yesterday,NA,daily average withdrawals,5/10/1999,40.12,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-05-10T04:00:00Z,yesterday,NA,daily average withdrawals,5/11/1999,14.62,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-05-11T04:00:00Z,yesterday,NA,daily average withdrawals,5/12/1999,0.39,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-05-12T04:00:00Z,yesterday,NA,daily average withdrawals,5/13/1999,27.46,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-05-13T04:00:00Z,yesterday,NA,daily average withdrawals,5/14/1999,43.93,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-05-14T04:00:00Z,yesterday,NA,daily average withdrawals,5/15/1999,45.94,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-05-15T04:00:00Z,yesterday,NA,daily average withdrawals,5/16/1999,52.14,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-05-16T04:00:00Z,yesterday,NA,daily average withdrawals,5/17/1999,46.26,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-05-17T04:00:00Z,yesterday,NA,daily average withdrawals,5/18/1999,57.35,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-05-18T04:00:00Z,yesterday,NA,daily average withdrawals,5/19/1999,57.47,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-05-19T04:00:00Z,yesterday,NA,daily average withdrawals,5/20/1999,57.33,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-05-20T04:00:00Z,yesterday,NA,daily average withdrawals,5/21/1999,57.54,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-05-21T04:00:00Z,yesterday,NA,daily average withdrawals,5/22/1999,57.9,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-05-22T04:00:00Z,yesterday,NA,daily average withdrawals,5/23/1999,57.98,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-05-23T04:00:00Z,yesterday,NA,daily average withdrawals,5/24/1999,59.25,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-05-24T04:00:00Z,yesterday,NA,daily average withdrawals,5/25/1999,55.74,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-05-25T04:00:00Z,yesterday,NA,daily average withdrawals,5/26/1999,55.83,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-05-26T04:00:00Z,yesterday,NA,daily average withdrawals,5/27/1999,56.26,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-05-27T04:00:00Z,yesterday,NA,daily average withdrawals,5/28/1999,56.4,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-05-28T04:00:00Z,yesterday,NA,daily average withdrawals,5/29/1999,56.38,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-05-29T04:00:00Z,yesterday,NA,daily average withdrawals,5/30/1999,56.48,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-05-30T04:00:00Z,yesterday,NA,daily average withdrawals,5/31/1999,19.13,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-05-31T04:00:00Z,yesterday,NA,daily average withdrawals,6/1/1999,0,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-06-01T04:00:00Z,yesterday,NA,daily average withdrawals,6/2/1999,0,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-06-02T04:00:00Z,yesterday,NA,daily average withdrawals,6/3/1999,26.39,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-06-03T04:00:00Z,yesterday,NA,daily average withdrawals,6/4/1999,56.66,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-06-04T04:00:00Z,yesterday,NA,daily average withdrawals,6/5/1999,50.96,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-06-05T04:00:00Z,yesterday,NA,daily average withdrawals,6/6/1999,50.7,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-06-06T04:00:00Z,yesterday,NA,daily average withdrawals,6/7/1999,55.79,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-06-07T04:00:00Z,yesterday,NA,daily average withdrawals,6/8/1999,57.63,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-06-08T04:00:00Z,yesterday,NA,daily average withdrawals,6/9/1999,63.73,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-06-09T04:00:00Z,yesterday,NA,daily average withdrawals,6/10/1999,59.91,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-06-10T04:00:00Z,yesterday,NA,daily average withdrawals,6/11/1999,59.75,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-06-11T04:00:00Z,yesterday,NA,daily average withdrawals,6/12/1999,59.65,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-06-12T04:00:00Z,yesterday,NA,daily average withdrawals,6/13/1999,62.79,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-06-13T04:00:00Z,yesterday,NA,daily average withdrawals,6/14/1999,58.61,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-06-14T04:00:00Z,yesterday,NA,daily average withdrawals,6/15/1999,62.5,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-06-15T04:00:00Z,yesterday,NA,daily average withdrawals,6/16/1999,62.26,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-06-16T04:00:00Z,yesterday,NA,daily average withdrawals,6/17/1999,51.56,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-06-17T04:00:00Z,yesterday,NA,daily average withdrawals,6/18/1999,48.32,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-06-18T04:00:00Z,yesterday,NA,daily average withdrawals,6/19/1999,48.16,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-06-19T04:00:00Z,yesterday,NA,daily average withdrawals,6/20/1999,47.8,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-06-20T04:00:00Z,yesterday,NA,daily average withdrawals,6/21/1999,48.21,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-06-21T04:00:00Z,yesterday,NA,daily average withdrawals,6/22/1999,48.17,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-06-22T04:00:00Z,yesterday,NA,daily average withdrawals,6/23/1999,48.26,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-06-23T04:00:00Z,yesterday,NA,daily average withdrawals,6/24/1999,48.13,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-06-24T04:00:00Z,yesterday,NA,daily average withdrawals,6/25/1999,48.03,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-06-25T04:00:00Z,yesterday,NA,daily average withdrawals,6/26/1999,47.9,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-06-26T04:00:00Z,yesterday,NA,daily average withdrawals,6/27/1999,47.7,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-06-27T04:00:00Z,yesterday,NA,daily average withdrawals,6/28/1999,47.77,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-06-28T04:00:00Z,yesterday,NA,daily average withdrawals,6/29/1999,49.47,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-06-29T04:00:00Z,yesterday,NA,daily average withdrawals,6/30/1999,62.54,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-06-30T04:00:00Z,yesterday,NA,daily average withdrawals,7/1/1999,51.77,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-07-01T04:00:00Z,yesterday,NA,daily average withdrawals,7/2/1999,67.32,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-07-02T04:00:00Z,yesterday,NA,daily average withdrawals,7/3/1999,50.23,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-07-03T04:00:00Z,yesterday,NA,daily average withdrawals,7/4/1999,48.87,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-07-04T04:00:00Z,yesterday,NA,daily average withdrawals,7/5/1999,48.83,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-07-05T04:00:00Z,yesterday,NA,daily average withdrawals,7/6/1999,40.2,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-07-06T04:00:00Z,yesterday,NA,daily average withdrawals,7/7/1999,35.69,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-07-07T04:00:00Z,yesterday,NA,daily average withdrawals,7/8/1999,35.68,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-07-08T04:00:00Z,yesterday,NA,daily average withdrawals,7/9/1999,36.95,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-07-09T04:00:00Z,yesterday,NA,daily average withdrawals,7/10/1999,36.97,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-07-10T04:00:00Z,yesterday,NA,daily average withdrawals,7/11/1999,36.68,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-07-11T04:00:00Z,yesterday,NA,daily average withdrawals,7/12/1999,38.68,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-07-12T04:00:00Z,yesterday,NA,daily average withdrawals,7/13/1999,47.31,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-07-13T04:00:00Z,yesterday,NA,daily average withdrawals,7/14/1999,59.48,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-07-14T04:00:00Z,yesterday,NA,daily average withdrawals,7/15/1999,53.34,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-07-15T04:00:00Z,yesterday,NA,daily average withdrawals,7/16/1999,37.11,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-07-16T04:00:00Z,yesterday,NA,daily average withdrawals,7/17/1999,38.35,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-07-17T04:00:00Z,yesterday,NA,daily average withdrawals,7/18/1999,38.54,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-07-18T04:00:00Z,yesterday,NA,daily average withdrawals,7/19/1999,38.12,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-07-19T04:00:00Z,yesterday,NA,daily average withdrawals,7/20/1999,40.76,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-07-20T04:00:00Z,yesterday,NA,daily average withdrawals,7/21/1999,37.92,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-07-21T04:00:00Z,yesterday,NA,daily average withdrawals,7/22/1999,47.25,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-07-22T04:00:00Z,yesterday,NA,daily average withdrawals,7/23/1999,56.49,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-07-23T04:00:00Z,yesterday,NA,daily average withdrawals,7/24/1999,38.15,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-07-24T04:00:00Z,yesterday,NA,daily average withdrawals,7/25/1999,40.17,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-07-25T04:00:00Z,yesterday,NA,daily average withdrawals,7/26/1999,39.92,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-07-26T04:00:00Z,yesterday,NA,daily average withdrawals,7/27/1999,39.59,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-07-27T04:00:00Z,yesterday,NA,daily average withdrawals,7/28/1999,40.5,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-07-28T04:00:00Z,yesterday,NA,daily average withdrawals,7/29/1999,49.17,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-07-29T04:00:00Z,yesterday,NA,daily average withdrawals,7/30/1999,51.08,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-07-30T04:00:00Z,yesterday,NA,daily average withdrawals,7/31/1999,59.52,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-07-31T04:00:00Z,yesterday,NA,daily average withdrawals,8/1/1999,46.11,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-08-01T04:00:00Z,yesterday,NA,daily average withdrawals,8/2/1999,47.27,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-08-02T04:00:00Z,yesterday,NA,daily average withdrawals,8/3/1999,49.24,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-08-03T04:00:00Z,yesterday,NA,daily average withdrawals,8/4/1999,47.3,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-08-04T04:00:00Z,yesterday,NA,daily average withdrawals,8/5/1999,48.56,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-08-05T04:00:00Z,yesterday,NA,daily average withdrawals,8/6/1999,48.55,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-08-06T04:00:00Z,yesterday,NA,daily average withdrawals,8/7/1999,45.49,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-08-07T04:00:00Z,yesterday,NA,daily average withdrawals,8/8/1999,48.49,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-08-08T04:00:00Z,yesterday,NA,daily average withdrawals,8/9/1999,41.14,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-08-09T04:00:00Z,yesterday,NA,daily average withdrawals,8/10/1999,38.8,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-08-10T04:00:00Z,yesterday,NA,daily average withdrawals,8/11/1999,42.2,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-08-11T04:00:00Z,yesterday,NA,daily average withdrawals,8/12/1999,57.92,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-08-12T04:00:00Z,yesterday,NA,daily average withdrawals,8/13/1999,55.85,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-08-13T04:00:00Z,yesterday,NA,daily average withdrawals,8/14/1999,54.15,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-08-14T04:00:00Z,yesterday,NA,daily average withdrawals,8/15/1999,50.81,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-08-15T04:00:00Z,yesterday,NA,daily average withdrawals,8/16/1999,53.28,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-08-16T04:00:00Z,yesterday,NA,daily average withdrawals,8/17/1999,39.91,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-08-17T04:00:00Z,yesterday,NA,daily average withdrawals,8/18/1999,48.14,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-08-18T04:00:00Z,yesterday,NA,daily average withdrawals,8/19/1999,54.23,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-08-19T04:00:00Z,yesterday,NA,daily average withdrawals,8/20/1999,52.63,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-08-20T04:00:00Z,yesterday,NA,daily average withdrawals,8/21/1999,56.04,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-08-21T04:00:00Z,yesterday,NA,daily average withdrawals,8/22/1999,56.09,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-08-22T04:00:00Z,yesterday,NA,daily average withdrawals,8/23/1999,52.66,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-08-23T04:00:00Z,yesterday,NA,daily average withdrawals,8/24/1999,51.87,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-08-24T04:00:00Z,yesterday,NA,daily average withdrawals,8/25/1999,54.89,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-08-25T04:00:00Z,yesterday,NA,daily average withdrawals,8/26/1999,43.22,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-08-26T04:00:00Z,yesterday,NA,daily average withdrawals,8/27/1999,49.7,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-08-27T04:00:00Z,yesterday,NA,daily average withdrawals,8/28/1999,58.34,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-08-28T04:00:00Z,yesterday,NA,daily average withdrawals,8/29/1999,58.77,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-08-29T04:00:00Z,yesterday,NA,daily average withdrawals,8/30/1999,59.58,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-08-30T04:00:00Z,yesterday,NA,daily average withdrawals,8/31/1999,56.49,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-08-31T04:00:00Z,yesterday,NA,daily average withdrawals,9/1/1999,54.55,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-09-01T04:00:00Z,yesterday,NA,daily average withdrawals,9/2/1999,53.64,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-09-02T04:00:00Z,yesterday,NA,daily average withdrawals,9/3/1999,51.48,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-09-03T04:00:00Z,yesterday,NA,daily average withdrawals,9/4/1999,51.44,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-09-04T04:00:00Z,yesterday,NA,daily average withdrawals,9/5/1999,51.25,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-09-05T04:00:00Z,yesterday,NA,daily average withdrawals,9/6/1999,50.33,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,1999-09-06T04:00:00Z,yesterday,NA,daily average withdrawals,9/7/1999,42.89,MGD,
