unique_id,supplier,location,day,time,measurement,today,value,units
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-05-29,72.68333333,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-05-30,63.8125,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-05-31,63.54166667,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-06-01,63.75416667,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-06-02,65.975,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-06-03,65.725,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-06-04,66.12916667,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-06-05,69.89166667,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-06-06,67.9875,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-06-07,69.53333333,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-06-08,69.52083333,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-06-09,69.64583333,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-06-10,69.55,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-06-11,69.70833333,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-06-12,73.74583333,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-06-13,84.11666667,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-06-14,77.37916667,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-06-15,76.97083333,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-06-16,72.30833333,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-06-17,73.67083333,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-06-18,67.20833333,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-06-19,73.6,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-06-20,77.00833333,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-06-21,72.35416667,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-06-22,75.15,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-06-23,74.82916667,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-06-24,76.69166667,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-06-25,74.96666667,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-06-26,72.925,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-06-27,78.16666667,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-06-28,74.675,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-06-29,76.29583333,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-06-30,78.06666667,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-07-01,78.92083333,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-07-02,79.94583333,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-07-03,77.79166667,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-07-04,76.5375,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-07-05,78.20416667,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-07-06,75.62916667,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-07-07,68.5875,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-07-08,73.57916667,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-07-09,70.8625,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-07-10,74.49583333,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-07-11,78.85416667,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-07-12,73.94583333,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-07-13,74.1,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-07-14,74.14583333,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-07-15,75.27916667,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-07-16,76.45,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-07-17,76.575,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-07-18,78.85,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-07-19,75.51666667,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-07-20,78.45416667,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-07-21,80.24166667,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-07-22,80.24166667,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-07-23,77.72083333,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-07-24,74.71666667,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-07-25,71.77083333,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-07-26,69.7375,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-07-27,73.55416667,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-07-28,76.2125,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-07-29,69.425,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-07-30,69.5125,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-07-31,69.55416667,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-08-01,73.89166667,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-08-02,72.175,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-08-03,72.97083333,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-08-04,74.275,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-08-05,74.13333333,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-08-06,71.95,MGD
FW Occoquan Reservoir,FW,Occoquan Reservoir,yesterday,NA,daily average withdrawals,2017-08-07,71.96666667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-05-01,96.11333333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-05-02,60.005,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-05-03,60.61833333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-05-04,70.64666667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-05-05,86.88333333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-05-06,138.2466667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-05-07,128.3766667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-05-08,131.2083333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-05-09,143.6283333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-05-10,137.2933333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-05-11,144.5383333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-05-12,141.83,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-05-13,131.6716667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-05-14,127.585,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-05-15,129.9183333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-05-16,131.8233333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-05-17,155.0883333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-05-18,154.7966667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-05-19,157.665,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-05-20,158.04,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-05-21,150.705,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-05-22,132.1716667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-05-23,142.6716667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-05-24,148,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-05-25,139.5433333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-05-26,134.3783333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-05-27,144.375,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-05-28,139.2916667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-05-29,131.1216667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-05-30,130.7133333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-05-31,139.8783333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-06-01,137.7066667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-06-02,147.8383333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-06-03,150.3783333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-06-04,141.1666667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-06-05,136.08,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-06-06,149.54,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-06-07,148.3716667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-06-08,146.46,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-06-09,138.255,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-06-10,142.38,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-06-11,146.2483333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-06-12,151.005,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-06-13,157.8883333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-06-14,169.38,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-06-15,162.295,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-06-16,174.5433333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-06-17,166.83,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-06-18,159.2116667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-06-19,157.0416667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-06-20,130.8566667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-06-21,67.125,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-06-22,50.6,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-06-23,62.11666667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-06-24,131.72,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-06-25,116.8666667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-06-26,110.5616667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-06-27,116.4066667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-06-28,136.3883333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-06-29,159.1633333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-06-30,166.7933333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-07-01,168.955,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-07-02,165.9966667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-07-03,149.1716667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-07-04,156.92,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-07-05,157.455,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-07-06,166.3333333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-07-07,161.2933333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-07-08,157.3383333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-07-09,146.2083333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-07-10,136.3783333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-07-11,163.295,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-07-12,173.58,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-07-13,177.3783333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-07-14,185.1283333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-07-15,182.7466667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-07-16,155.4966667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-07-17,145.295,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-07-18,173.835,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-07-19,178.1633333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-07-20,168.38,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-07-21,174.415,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-07-22,169.2383333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-07-23,166.955,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-07-24,137.6633333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-07-25,151.2066667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-07-26,159.4183333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-07-27,160.415,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-07-28,161.8733333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-07-29,153.88,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-07-30,130.7516667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-07-31,126.2883333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-08-01,156.9566667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-08-02,164.83,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-08-03,168.3383333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-08-04,159.4216667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-08-05,161.33,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-08-06,158.29,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-08-07,139.6716667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-08-08,147.2116667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-08-09,137.065,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-08-10,129.7966667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-08-11,154.3316667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-08-12,163.6666667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-08-13,134.3766667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-08-14,127.705,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-08-15,152.1716667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-08-16,145.3783333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-08-17,131.0383333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-08-18,142.755,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-08-19,154.6716667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-08-20,149.5866667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-08-21,136.4183333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-08-22,161,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-08-23,157.7133333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-08-24,158.4616667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-08-25,153.7466667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-08-26,155.4583333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-08-27,138.7066667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-08-28,137.3366667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-08-29,152.9633333,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-08-30,145.46,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-08-31,136.42,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-09-01,151.2066667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-09-02,147.5866667,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-09-03,131.5,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-09-04,118.705,MGD
WA Potomac River at Great Falls,WA,Potomac River at Great Falls,yesterday,NA,daily average withdrawals,2017-09-05,137.25,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-05-01,43.8,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-05-02,90.12,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-05-03,93.38,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-05-04,73.52,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-05-05,53.7,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-05-06,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-05-07,4.29,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-05-08,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-05-09,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-05-10,4.17,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-05-11,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-05-12,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-05-13,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-05-14,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-05-15,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-05-16,7.3,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-05-17,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-05-18,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-05-19,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-05-20,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-05-21,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-05-22,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-05-23,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-05-24,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-05-25,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-05-26,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-05-27,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-05-28,0,MGD
