agency,site,date_time,flow,comments
USGS,mon_jug,2017-07-27T00:00:00Z,245,
USGS,mon_jug,2017-07-28T00:00:00Z,379,
USGS,mon_jug,2017-07-29T00:00:00Z,3560,
USGS,mon_jug,2017-07-30T00:00:00Z,1660,
USGS,mon_jug,2017-07-31T00:00:00Z,651,
USGS,mon_jug,2017-08-01T00:00:00Z,437,
USGS,mon_jug,2017-08-02T00:00:00Z,361,
USGS,mon_jug,2017-08-03T00:00:00Z,344,
USGS,mon_jug,2017-08-04T00:00:00Z,533,
USGS,mon_jug,2017-08-05T00:00:00Z,1350,
USGS,mon_jug,2017-08-06T00:00:00Z,1140,
USGS,mon_jug,2017-08-07T00:00:00Z,531,
USGS,mon_jug,2017-08-08T00:00:00Z,500,
USGS,mon_jug,2017-08-09T00:00:00Z,478,
USGS,mon_jug,2017-08-10T00:00:00Z,357,
USGS,mon_jug,2017-08-11T00:00:00Z,299,
USGS,mon_jug,2017-08-12T00:00:00Z,380,
USGS,mon_jug,2017-08-13T00:00:00Z,364,
USGS,mon_jug,2017-08-14T00:00:00Z,319,
USGS,mon_jug,2017-08-15T00:00:00Z,311,
USGS,mon_jug,2017-08-16T00:00:00Z,308,
USGS,mon_jug,2017-08-17T00:00:00Z,295,
USGS,mon_jug,2017-08-18T00:00:00Z,298,
USGS,mon_jug,2017-08-19T00:00:00Z,456,
USGS,mon_jug,2017-08-20T00:00:00Z,416,
USGS,mon_jug,2017-08-21T00:00:00Z,301,
USGS,mon_jug,2017-08-22T00:00:00Z,271,
USGS,mon_jug,2017-08-23T00:00:00Z,244,
USGS,mon_jug,2017-08-24T00:00:00Z,258,
USGS,mon_jug,2017-08-25T00:00:00Z,251,
USGS,mon_jug,2017-08-26T00:00:00Z,234,
USGS,mon_jug,2017-08-27T00:00:00Z,217,
USGS,mon_jug,2017-08-28T00:00:00Z,190,
USGS,mon_jug,2017-08-29T00:00:00Z,198,
USGS,mon_jug,2017-08-30T00:00:00Z,209,
USGS,mon_jug,2017-08-31T00:00:00Z,225,
USGS,mon_jug,2017-09-01T00:00:00Z,197,
USGS,mon_jug,2017-09-02T00:00:00Z,188,
USGS,mon_jug,2017-09-03T00:00:00Z,203,
USGS,mon_jug,2017-09-04T00:00:00Z,229,
USGS,mon_jug,2017-09-05T00:00:00Z,242,
USGS,mon_jug,2017-09-06T00:00:00Z,414,
USGS,mon_jug,2017-09-07T00:00:00Z,929,
USGS,mon_jug,2017-09-08T00:00:00Z,687,
USGS,mon_jug,2017-09-09T00:00:00Z,401,
USGS,mon_jug,2017-09-10T00:00:00Z,297,
USGS,mon_jug,2017-09-11T00:00:00Z,254,
USGS,mon_jug,2017-09-12T00:00:00Z,239,
USGS,mon_jug,2017-09-13T00:00:00Z,222,
USGS,mon_jug,2017-09-14T00:00:00Z,213,
USGS,mon_jug,2017-09-15T00:00:00Z,212,
USGS,mon_jug,2017-09-16T00:00:00Z,197,
USGS,mon_jug,2017-09-17T00:00:00Z,178,
USGS,mon_jug,2017-09-18T00:00:00Z,174,
USGS,mon_jug,2017-09-19T00:00:00Z,168,
USGS,mon_jug,2017-09-20T00:00:00Z,160,
USGS,mon_jug,2017-09-21T00:00:00Z,154,
USGS,mon_jug,2017-09-22T00:00:00Z,143,
USGS,mon_jug,2017-09-23T00:00:00Z,139,
USGS,mon_jug,2017-09-24T00:00:00Z,133,
USGS,mon_jug,2017-09-25T00:00:00Z,126,
USGS,mon_jug,2017-09-26T00:00:00Z,122,
USGS,mon_jug,2017-09-27T00:00:00Z,121,
USGS,mon_jug,2017-09-28T00:00:00Z,120,
USGS,mon_jug,2017-09-29T00:00:00Z,114,
USGS,mon_jug,2017-09-30T00:00:00Z,111,
USGS,mon_jug,2017-10-01T00:00:00Z,105,
USGS,mon_jug,2017-10-02T00:00:00Z,108,
USGS,mon_jug,2017-10-03T00:00:00Z,108,
USGS,mon_jug,2017-10-04T00:00:00Z,105,
USGS,mon_jug,2017-10-05T00:00:00Z,100,
USGS,mon_jug,2017-10-06T00:00:00Z,101,
USGS,mon_jug,2017-10-07T00:00:00Z,97.3,
USGS,mon_jug,2017-10-08T00:00:00Z,100,
USGS,mon_jug,2017-10-09T00:00:00Z,211,
USGS,mon_jug,2017-10-10T00:00:00Z,455,
USGS,mon_jug,2017-10-11T00:00:00Z,400,
USGS,mon_jug,2017-10-12T00:00:00Z,445,
USGS,mon_jug,2017-10-13T00:00:00Z,735,
USGS,mon_jug,2017-10-14T00:00:00Z,396,
USGS,mon_jug,2017-10-15T00:00:00Z,293,
USGS,mon_jug,2017-10-16T00:00:00Z,250,
USGS,mon_jug,2017-10-17T00:00:00Z,224,
USGS,mon_jug,2017-10-18T00:00:00Z,203,
USGS,mon_jug,2017-10-19T00:00:00Z,188,
USGS,mon_jug,2017-10-20T00:00:00Z,174,
USGS,mon_jug,2017-10-21T00:00:00Z,165,
USGS,mon_jug,2017-10-22T00:00:00Z,157,
USGS,mon_jug,2017-10-23T00:00:00Z,154,
USGS,mon_jug,2017-10-24T00:00:00Z,232,
USGS,mon_jug,2017-10-25T00:00:00Z,302,
USGS,mon_jug,2017-10-26T00:00:00Z,336,
USGS,mon_jug,2017-10-27T00:00:00Z,240,
USGS,mon_jug,2017-10-28T00:00:00Z,204,
USGS,mon_jug,2017-10-29T00:00:00Z,236,
USGS,mon_jug,2017-10-30T00:00:00Z,1930,
USGS,mon_jug,2017-10-31T00:00:00Z,1720,
USGS,mon_jug,2017-11-01T00:00:00Z,711,
USGS,mon_jug,2017-11-02T00:00:00Z,511,
USGS,mon_jug,2017-11-03T00:00:00Z,434,
USGS,mon_jug,2017-11-04T00:00:00Z,387,
USGS,mon_jug,2017-11-05T00:00:00Z,441,
USGS,mon_jug,2017-11-06T00:00:00Z,706,
USGS,mon_jug,2017-11-07T00:00:00Z,661,
USGS,mon_jug,2017-11-08T00:00:00Z,946,
USGS,mon_jug,2017-11-09T00:00:00Z,963,
USGS,mon_jug,2017-11-10T00:00:00Z,640,
USGS,mon_jug,2017-11-11T00:00:00Z,537,
USGS,mon_jug,2017-11-12T00:00:00Z,458,
USGS,mon_jug,2017-11-13T00:00:00Z,429,
USGS,mon_jug,2017-11-14T00:00:00Z,424,
USGS,mon_jug,2017-11-15T00:00:00Z,407,
USGS,mon_jug,2017-11-16T00:00:00Z,379,
USGS,mon_jug,2017-11-17T00:00:00Z,352,
USGS,mon_jug,2017-11-18T00:00:00Z,334,
USGS,mon_jug,2017-11-19T00:00:00Z,1040,
USGS,mon_jug,2017-11-20T00:00:00Z,1000,
USGS,mon_jug,2017-11-21T00:00:00Z,571,
USGS,mon_jug,2017-11-22T00:00:00Z,462,
USGS,mon_jug,2017-11-23T00:00:00Z,412,
USGS,mon_jug,2017-11-24T00:00:00Z,378,
USGS,mon_jug,2017-11-25T00:00:00Z,356,
USGS,mon_jug,2017-11-26T00:00:00Z,340,
USGS,mon_jug,2017-11-27T00:00:00Z,325,
USGS,mon_jug,2017-11-28T00:00:00Z,302,
USGS,mon_jug,2017-11-29T00:00:00Z,288,
USGS,mon_jug,2017-11-30T00:00:00Z,283,
USGS,mon_jug,2017-12-01T00:00:00Z,272,
USGS,mon_jug,2017-12-02T00:00:00Z,269,
USGS,mon_jug,2017-12-03T00:00:00Z,279,
USGS,mon_jug,2017-12-04T00:00:00Z,281,
USGS,mon_jug,2017-12-05T00:00:00Z,279,
USGS,mon_jug,2017-12-06T00:00:00Z,299,
USGS,barnum,2017-05-01T00:00:00Z,1400,
USGS,barnum,2017-05-02T00:00:00Z,1770,
USGS,barnum,2017-05-03T00:00:00Z,1190,
USGS,barnum,2017-05-04T00:00:00Z,576,
USGS,barnum,2017-05-05T00:00:00Z,1430,
USGS,barnum,2017-05-06T00:00:00Z,1530,
USGS,barnum,2017-05-07T00:00:00Z,1190,
USGS,barnum,2017-05-08T00:00:00Z,1190,
USGS,barnum,2017-05-09T00:00:00Z,703,
USGS,barnum,2017-05-10T00:00:00Z,408,
USGS,barnum,2017-05-11T00:00:00Z,1390,
USGS,barnum,2017-05-12T00:00:00Z,2080,
USGS,barnum,2017-05-13T00:00:00Z,1290,
USGS,barnum,2017-05-14T00:00:00Z,1140,
USGS,barnum,2017-05-15T00:00:00Z,1910,
USGS,barnum,2017-05-16T00:00:00Z,2060,
USGS,barnum,2017-05-17T00:00:00Z,1140,
USGS,barnum,2017-05-18T00:00:00Z,512,
USGS,barnum,2017-05-19T00:00:00Z,414,
USGS,barnum,2017-05-20T00:00:00Z,366,
USGS,barnum,2017-05-21T00:00:00Z,346,
USGS,barnum,2017-05-22T00:00:00Z,314,
USGS,barnum,2017-05-23T00:00:00Z,299,
USGS,barnum,2017-05-24T00:00:00Z,301,
USGS,barnum,2017-05-25T00:00:00Z,1000,
USGS,barnum,2017-05-26T00:00:00Z,1190,
USGS,barnum,2017-05-27T00:00:00Z,1020,
USGS,barnum,2017-05-28T00:00:00Z,1020,
USGS,barnum,2017-05-29T00:00:00Z,588,
USGS,barnum,2017-05-30T00:00:00Z,852,
USGS,barnum,2017-05-31T00:00:00Z,1150,
USGS,barnum,2017-06-01T00:00:00Z,954,
USGS,barnum,2017-06-02T00:00:00Z,538,
USGS,barnum,2017-06-03T00:00:00Z,418,
USGS,barnum,2017-06-04T00:00:00Z,336,
USGS,barnum,2017-06-05T00:00:00Z,284,
USGS,barnum,2017-06-06T00:00:00Z,283,
USGS,barnum,2017-06-07T00:00:00Z,283,
USGS,barnum,2017-06-08T00:00:00Z,282,
USGS,barnum,2017-06-09T00:00:00Z,282,
USGS,barnum,2017-06-10T00:00:00Z,282,
USGS,barnum,2017-06-11T00:00:00Z,281,
USGS,barnum,2017-06-12T00:00:00Z,281,
USGS,barnum,2017-06-13T00:00:00Z,259,
USGS,barnum,2017-06-14T00:00:00Z,249,
USGS,barnum,2017-06-15T00:00:00Z,249,
USGS,barnum,2017-06-16T00:00:00Z,252,
USGS,barnum,2017-06-17T00:00:00Z,338,
USGS,barnum,2017-06-18T00:00:00Z,408,
USGS,barnum,2017-06-19T00:00:00Z,412,
USGS,barnum,2017-06-20T00:00:00Z,392,
USGS,barnum,2017-06-21T00:00:00Z,329,
USGS,barnum,2017-06-22T00:00:00Z,312,
USGS,barnum,2017-06-23T00:00:00Z,502,
USGS,barnum,2017-06-24T00:00:00Z,642,
USGS,barnum,2017-06-25T00:00:00Z,428,
USGS,barnum,2017-06-26T00:00:00Z,315,
USGS,barnum,2017-06-27T00:00:00Z,315,
USGS,barnum,2017-06-28T00:00:00Z,315,
USGS,barnum,2017-06-29T00:00:00Z,315,
USGS,barnum,2017-06-30T00:00:00Z,296,
USGS,barnum,2017-07-01T00:00:00Z,274,
USGS,barnum,2017-07-02T00:00:00Z,274,
USGS,barnum,2017-07-03T00:00:00Z,261,
USGS,barnum,2017-07-04T00:00:00Z,252,
USGS,barnum,2017-07-05T00:00:00Z,252,
USGS,barnum,2017-07-06T00:00:00Z,258,
USGS,barnum,2017-07-07T00:00:00Z,258,
USGS,barnum,2017-07-08T00:00:00Z,256,
USGS,barnum,2017-07-09T00:00:00Z,255,
USGS,barnum,2017-07-10T00:00:00Z,248,
USGS,barnum,2017-07-11T00:00:00Z,242,
USGS,barnum,2017-07-12T00:00:00Z,242,
USGS,barnum,2017-07-13T00:00:00Z,242,
USGS,barnum,2017-07-14T00:00:00Z,240,
USGS,barnum,2017-07-15T00:00:00Z,239,
USGS,barnum,2017-07-16T00:00:00Z,238,
USGS,barnum,2017-07-17T00:00:00Z,238,
USGS,barnum,2017-07-18T00:00:00Z,238,
USGS,barnum,2017-07-19T00:00:00Z,238,
USGS,barnum,2017-07-20T00:00:00Z,238,
USGS,barnum,2017-07-21T00:00:00Z,238,
USGS,barnum,2017-07-22T00:00:00Z,240,
USGS,barnum,2017-07-23T00:00:00Z,241,
USGS,barnum,2017-07-24T00:00:00Z,241,
USGS,barnum,2017-07-25T00:00:00Z,241,
USGS,barnum,2017-07-26T00:00:00Z,241,
USGS,barnum,2017-07-27T00:00:00Z,241,
USGS,barnum,2017-07-28T00:00:00Z,309,
USGS,barnum,2017-07-29T00:00:00Z,3370,
USGS,barnum,2017-07-30T00:00:00Z,4400,
USGS,barnum,2017-07-31T00:00:00Z,2700,
USGS,barnum,2017-08-01T00:00:00Z,2310,
USGS,barnum,2017-08-02T00:00:00Z,1330,
USGS,barnum,2017-08-03T00:00:00Z,915,
USGS,barnum,2017-08-04T00:00:00Z,909,
USGS,barnum,2017-08-05T00:00:00Z,703,
USGS,barnum,2017-08-06T00:00:00Z,485,
USGS,barnum,2017-08-07T00:00:00Z,436,
USGS,barnum,2017-08-08T00:00:00Z,434,
USGS,barnum,2017-08-09T00:00:00Z,352,
USGS,barnum,2017-08-10T00:00:00Z,301,
USGS,barnum,2017-08-11T00:00:00Z,302,
USGS,barnum,2017-08-12T00:00:00Z,301,
USGS,barnum,2017-08-13T00:00:00Z,301,
USGS,barnum,2017-08-14T00:00:00Z,302,
USGS,barnum,2017-08-15T00:00:00Z,301,
USGS,barnum,2017-08-16T00:00:00Z,301,
USGS,barnum,2017-08-17T00:00:00Z,281,
USGS,barnum,2017-08-18T00:00:00Z,274,
USGS,barnum,2017-08-19T00:00:00Z,275,
USGS,barnum,2017-08-20T00:00:00Z,274,
USGS,barnum,2017-08-21T00:00:00Z,274,
USGS,barnum,2017-08-22T00:00:00Z,274,
USGS,barnum,2017-08-23T00:00:00Z,274,
USGS,barnum,2017-08-24T00:00:00Z,268,
USGS,barnum,2017-08-25T00:00:00Z,266,
USGS,barnum,2017-08-26T00:00:00Z,562,
USGS,barnum,2017-08-27T00:00:00Z,553,
USGS,barnum,2017-08-28T00:00:00Z,260,
USGS,barnum,2017-08-29T00:00:00Z,260,
USGS,barnum,2017-08-30T00:00:00Z,260,
USGS,barnum,2017-08-31T00:00:00Z,256,
USGS,barnum,2017-09-01T00:00:00Z,254,
USGS,barnum,2017-09-02T00:00:00Z,254,
USGS,barnum,2017-09-03T00:00:00Z,254,
USGS,barnum,2017-09-04T00:00:00Z,253,
USGS,barnum,2017-09-05T00:00:00Z,253,
USGS,barnum,2017-09-06T00:00:00Z,253,
USGS,barnum,2017-09-07T00:00:00Z,253,
USGS,barnum,2017-09-08T00:00:00Z,253,
USGS,barnum,2017-09-09T00:00:00Z,253,
USGS,barnum,2017-09-10T00:00:00Z,253,
USGS,barnum,2017-09-11T00:00:00Z,256,
USGS,barnum,2017-09-12T00:00:00Z,259,
USGS,barnum,2017-09-13T00:00:00Z,259,
USGS,barnum,2017-09-14T00:00:00Z,258,
USGS,barnum,2017-09-15T00:00:00Z,258,
USGS,barnum,2017-09-16T00:00:00Z,524,
USGS,barnum,2017-09-17T00:00:00Z,565,
USGS,barnum,2017-09-18T00:00:00Z,246,
USGS,barnum,2017-09-19T00:00:00Z,246,
USGS,barnum,2017-09-20T00:00:00Z,246,
USGS,barnum,2017-09-21T00:00:00Z,246,
USGS,barnum,2017-09-22T00:00:00Z,246,
USGS,barnum,2017-09-23T00:00:00Z,246,
USGS,barnum,2017-09-24T00:00:00Z,246,
USGS,barnum,2017-09-25T00:00:00Z,246,
USGS,barnum,2017-09-26T00:00:00Z,246,
USGS,barnum,2017-09-27T00:00:00Z,246,
USGS,barnum,2017-09-28T00:00:00Z,246,
USGS,barnum,2017-09-29T00:00:00Z,246,
USGS,barnum,2017-09-30T00:00:00Z,245,
USGS,barnum,2017-10-01T00:00:00Z,245,
USGS,barnum,2017-10-02T00:00:00Z,244,
USGS,barnum,2017-10-03T00:00:00Z,243,
USGS,barnum,2017-10-04T00:00:00Z,243,
USGS,barnum,2017-10-05T00:00:00Z,242,
USGS,barnum,2017-10-06T00:00:00Z,242,
USGS,barnum,2017-10-07T00:00:00Z,242,
USGS,barnum,2017-10-08T00:00:00Z,242,
USGS,barnum,2017-10-09T00:00:00Z,243,
USGS,barnum,2017-10-10T00:00:00Z,242,
USGS,barnum,2017-10-11T00:00:00Z,244,
USGS,barnum,2017-10-12T00:00:00Z,242,
USGS,barnum,2017-10-13T00:00:00Z,242,
USGS,barnum,2017-10-14T00:00:00Z,241,
USGS,barnum,2017-10-15T00:00:00Z,240,
USGS,barnum,2017-10-16T00:00:00Z,240,
USGS,barnum,2017-10-17T00:00:00Z,239,
USGS,barnum,2017-10-18T00:00:00Z,239,
USGS,barnum,2017-10-19T00:00:00Z,238,
USGS,barnum,2017-10-20T00:00:00Z,236,
USGS,barnum,2017-10-21T00:00:00Z,236,
USGS,barnum,2017-10-22T00:00:00Z,236,
USGS,barnum,2017-10-23T00:00:00Z,237,
USGS,barnum,2017-10-24T00:00:00Z,237,
USGS,barnum,2017-10-25T00:00:00Z,236,
USGS,barnum,2017-10-26T00:00:00Z,235,
USGS,barnum,2017-10-27T00:00:00Z,235,
USGS,barnum,2017-10-28T00:00:00Z,236,
USGS,barnum,2017-10-29T00:00:00Z,246,
USGS,barnum,2017-10-30T00:00:00Z,244,
USGS,barnum,2017-10-31T00:00:00Z,240,
USGS,barnum,2017-11-01T00:00:00Z,239,
USGS,barnum,2017-11-02T00:00:00Z,239,
USGS,barnum,2017-11-03T00:00:00Z,262,
USGS,barnum,2017-11-04T00:00:00Z,281,
USGS,barnum,2017-11-05T00:00:00Z,286,
USGS,barnum,2017-11-06T00:00:00Z,598,
USGS,barnum,2017-11-07T00:00:00Z,1510,
USGS,barnum,2017-11-08T00:00:00Z,1510,
USGS,barnum,2017-11-09T00:00:00Z,1520,
USGS,barnum,2017-11-10T00:00:00Z,1420,
USGS,barnum,2017-11-11T00:00:00Z,613,
USGS,barnum,2017-11-12T00:00:00Z,366,
USGS,barnum,2017-11-13T00:00:00Z,791,
USGS,barnum,2017-11-14T00:00:00Z,666,
USGS,barnum,2017-11-15T00:00:00Z,395,
USGS,barnum,2017-11-16T00:00:00Z,395,
USGS,barnum,2017-11-17T00:00:00Z,395,
USGS,barnum,2017-11-18T00:00:00Z,398,
USGS,barnum,2017-11-19T00:00:00Z,399,
USGS,barnum,2017-11-20T00:00:00Z,398,
USGS,barnum,2017-11-21T00:00:00Z,398,
USGS,barnum,2017-11-22T00:00:00Z,399,
USGS,barnum,2017-11-23T00:00:00Z,398,
USGS,barnum,2017-11-24T00:00:00Z,398,
USGS,barnum,2017-11-25T00:00:00Z,398,
USGS,barnum,2017-11-26T00:00:00Z,398,
USGS,barnum,2017-11-27T00:00:00Z,398,
USGS,barnum,2017-11-28T00:00:00Z,398,
USGS,barnum,2017-11-29T00:00:00Z,397,
USGS,barnum,2017-11-30T00:00:00Z,397,
USGS,barnum,2017-12-01T00:00:00Z,368,
USGS,barnum,2017-12-02T00:00:00Z,346,
USGS,barnum,2017-12-03T00:00:00Z,347,
USGS,barnum,2017-12-04T00:00:00Z,348,
USGS,barnum,2017-12-05T00:00:00Z,321,
USGS,barnum,2017-12-06T00:00:00Z,275,
USGS,kitzmiller,2017-05-01T00:00:00Z,873,
USGS,kitzmiller,2017-05-02T00:00:00Z,837,
USGS,kitzmiller,2017-05-03T00:00:00Z,702,
USGS,kitzmiller,2017-05-04T00:00:00Z,644,
USGS,kitzmiller,2017-05-05T00:00:00Z,1560,
USGS,kitzmiller,2017-05-06T00:00:00Z,1110,
USGS,kitzmiller,2017-05-07T00:00:00Z,1130,
USGS,kitzmiller,2017-05-08T00:00:00Z,979,
USGS,kitzmiller,2017-05-09T00:00:00Z,815,
USGS,kitzmiller,2017-05-10T00:00:00Z,718,
USGS,kitzmiller,2017-05-11T00:00:00Z,1290,
USGS,kitzmiller,2017-05-12T00:00:00Z,1500,
USGS,kitzmiller,2017-05-13T00:00:00Z,2180,
USGS,kitzmiller,2017-05-14T00:00:00Z,1380,
USGS,kitzmiller,2017-05-15T00:00:00Z,1060,
USGS,kitzmiller,2017-05-16T00:00:00Z,865,
USGS,kitzmiller,2017-05-17T00:00:00Z,748,
USGS,kitzmiller,2017-05-18T00:00:00Z,623,
USGS,kitzmiller,2017-05-19T00:00:00Z,449,
USGS,kitzmiller,2017-05-20T00:00:00Z,398,
USGS,kitzmiller,2017-05-21T00:00:00Z,357,
USGS,kitzmiller,2017-05-22T00:00:00Z,336,
USGS,kitzmiller,2017-05-23T00:00:00Z,313,
USGS,kitzmiller,2017-05-24T00:00:00Z,480,
USGS,kitzmiller,2017-05-25T00:00:00Z,1030,
USGS,kitzmiller,2017-05-26T00:00:00Z,803,
USGS,kitzmiller,2017-05-27T00:00:00Z,754,
USGS,kitzmiller,2017-05-28T00:00:00Z,830,
USGS,kitzmiller,2017-05-29T00:00:00Z,982,
USGS,kitzmiller,2017-05-30T00:00:00Z,750,
USGS,kitzmiller,2017-05-31T00:00:00Z,632,
USGS,kitzmiller,2017-06-01T00:00:00Z,595,
USGS,kitzmiller,2017-06-02T00:00:00Z,514,
USGS,kitzmiller,2017-06-03T00:00:00Z,365,
USGS,kitzmiller,2017-06-04T00:00:00Z,283,
USGS,kitzmiller,2017-06-05T00:00:00Z,266,
USGS,kitzmiller,2017-06-06T00:00:00Z,270,
USGS,kitzmiller,2017-06-07T00:00:00Z,248,
USGS,kitzmiller,2017-06-08T00:00:00Z,257,
USGS,kitzmiller,2017-06-09T00:00:00Z,236,
USGS,kitzmiller,2017-06-10T00:00:00Z,177,
USGS,kitzmiller,2017-06-11T00:00:00Z,132,
USGS,kitzmiller,2017-06-12T00:00:00Z,114,
USGS,kitzmiller,2017-06-13T00:00:00Z,107,
USGS,kitzmiller,2017-06-14T00:00:00Z,104,
USGS,kitzmiller,2017-06-15T00:00:00Z,241,
USGS,kitzmiller,2017-06-16T00:00:00Z,490,
USGS,kitzmiller,2017-06-17T00:00:00Z,599,
USGS,kitzmiller,2017-06-18T00:00:00Z,283,
USGS,kitzmiller,2017-06-19T00:00:00Z,412,
USGS,kitzmiller,2017-06-20T00:00:00Z,404,
USGS,kitzmiller,2017-06-21T00:00:00Z,240,
USGS,kitzmiller,2017-06-22T00:00:00Z,203,
USGS,kitzmiller,2017-06-23T00:00:00Z,307,
USGS,kitzmiller,2017-06-24T00:00:00Z,921,
USGS,kitzmiller,2017-06-25T00:00:00Z,452,
USGS,kitzmiller,2017-06-26T00:00:00Z,309,
USGS,kitzmiller,2017-06-27T00:00:00Z,259,
USGS,kitzmiller,2017-06-28T00:00:00Z,231,
USGS,kitzmiller,2017-06-29T00:00:00Z,184,
USGS,kitzmiller,2017-06-30T00:00:00Z,144,
USGS,kitzmiller,2017-07-01T00:00:00Z,136,
USGS,kitzmiller,2017-07-02T00:00:00Z,124,
USGS,kitzmiller,2017-07-03T00:00:00Z,114,
USGS,kitzmiller,2017-07-04T00:00:00Z,104,
USGS,kitzmiller,2017-07-05T00:00:00Z,102,
USGS,kitzmiller,2017-07-06T00:00:00Z,148,
USGS,kitzmiller,2017-07-07T00:00:00Z,345,
USGS,kitzmiller,2017-07-08T00:00:00Z,332,
USGS,kitzmiller,2017-07-09T00:00:00Z,193,
USGS,kitzmiller,2017-07-10T00:00:00Z,139,
USGS,kitzmiller,2017-07-11T00:00:00Z,139,
USGS,kitzmiller,2017-07-12T00:00:00Z,144,
USGS,kitzmiller,2017-07-13T00:00:00Z,137,
USGS,kitzmiller,2017-07-14T00:00:00Z,153,
USGS,kitzmiller,2017-07-15T00:00:00Z,184,
USGS,kitzmiller,2017-07-16T00:00:00Z,127,
USGS,kitzmiller,2017-07-17T00:00:00Z,111,
USGS,kitzmiller,2017-07-18T00:00:00Z,103,
USGS,kitzmiller,2017-07-19T00:00:00Z,94.7,
USGS,kitzmiller,2017-07-20T00:00:00Z,85.8,
USGS,kitzmiller,2017-07-21T00:00:00Z,78.2,
USGS,kitzmiller,2017-07-22T00:00:00Z,276,
USGS,kitzmiller,2017-07-23T00:00:00Z,1100,
USGS,kitzmiller,2017-07-24T00:00:00Z,347,
USGS,kitzmiller,2017-07-25T00:00:00Z,217,
USGS,kitzmiller,2017-07-26T00:00:00Z,161,
USGS,kitzmiller,2017-07-27T00:00:00Z,134,
USGS,kitzmiller,2017-07-28T00:00:00Z,1680,
USGS,kitzmiller,2017-07-29T00:00:00Z,9690,
USGS,kitzmiller,2017-07-30T00:00:00Z,2700,
USGS,kitzmiller,2017-07-31T00:00:00Z,1430,
USGS,kitzmiller,2017-08-01T00:00:00Z,1050,
USGS,kitzmiller,2017-08-02T00:00:00Z,757,
USGS,kitzmiller,2017-08-03T00:00:00Z,555,
USGS,kitzmiller,2017-08-04T00:00:00Z,542,
USGS,kitzmiller,2017-08-05T00:00:00Z,489,
USGS,kitzmiller,2017-08-06T00:00:00Z,413,
USGS,kitzmiller,2017-08-07T00:00:00Z,569,
USGS,kitzmiller,2017-08-08T00:00:00Z,517,
USGS,kitzmiller,2017-08-09T00:00:00Z,349,
USGS,kitzmiller,2017-08-10T00:00:00Z,299,
USGS,kitzmiller,2017-08-11T00:00:00Z,292,
USGS,kitzmiller,2017-08-12T00:00:00Z,284,
USGS,kitzmiller,2017-08-13T00:00:00Z,266,
USGS,kitzmiller,2017-08-14T00:00:00Z,269,
USGS,kitzmiller,2017-08-15T00:00:00Z,289,
USGS,kitzmiller,2017-08-16T00:00:00Z,240,
USGS,kitzmiller,2017-08-17T00:00:00Z,184,
USGS,kitzmiller,2017-08-18T00:00:00Z,161,
USGS,kitzmiller,2017-08-19T00:00:00Z,150,
USGS,kitzmiller,2017-08-20T00:00:00Z,139,
USGS,kitzmiller,2017-08-21T00:00:00Z,120,
USGS,kitzmiller,2017-08-22T00:00:00Z,128,
USGS,kitzmiller,2017-08-23T00:00:00Z,597,
USGS,kitzmiller,2017-08-24T00:00:00Z,252,
USGS,kitzmiller,2017-08-25T00:00:00Z,184,
USGS,kitzmiller,2017-08-26T00:00:00Z,153,
USGS,kitzmiller,2017-08-27T00:00:00Z,142,
USGS,kitzmiller,2017-08-28T00:00:00Z,132,
USGS,kitzmiller,2017-08-29T00:00:00Z,127,
USGS,kitzmiller,2017-08-30T00:00:00Z,129,
USGS,kitzmiller,2017-08-31T00:00:00Z,126,
USGS,kitzmiller,2017-09-01T00:00:00Z,121,
USGS,kitzmiller,2017-09-02T00:00:00Z,119,
USGS,kitzmiller,2017-09-03T00:00:00Z,125,
USGS,kitzmiller,2017-09-04T00:00:00Z,116,
USGS,kitzmiller,2017-09-05T00:00:00Z,139,
USGS,kitzmiller,2017-09-06T00:00:00Z,434,
USGS,kitzmiller,2017-09-07T00:00:00Z,223,
USGS,kitzmiller,2017-09-08T00:00:00Z,161,
USGS,kitzmiller,2017-09-09T00:00:00Z,135,
USGS,kitzmiller,2017-09-10T00:00:00Z,125,
USGS,kitzmiller,2017-09-11T00:00:00Z,116,
USGS,kitzmiller,2017-09-12T00:00:00Z,110,
USGS,kitzmiller,2017-09-13T00:00:00Z,106,
USGS,kitzmiller,2017-09-14T00:00:00Z,104,
USGS,kitzmiller,2017-09-15T00:00:00Z,104,
USGS,kitzmiller,2017-09-16T00:00:00Z,97.9,
USGS,kitzmiller,2017-09-17T00:00:00Z,95.1,
USGS,kitzmiller,2017-09-18T00:00:00Z,94.1,
USGS,kitzmiller,2017-09-19T00:00:00Z,89.3,
USGS,kitzmiller,2017-09-20T00:00:00Z,84.4,
USGS,kitzmiller,2017-09-21T00:00:00Z,82.6,
USGS,kitzmiller,2017-09-22T00:00:00Z,76.2,
USGS,kitzmiller,2017-09-23T00:00:00Z,71.2,
USGS,kitzmiller,2017-09-24T00:00:00Z,74.3,
USGS,kitzmiller,2017-09-25T00:00:00Z,74.3,
USGS,kitzmiller,2017-09-26T00:00:00Z,72.5,
USGS,kitzmiller,2017-09-27T00:00:00Z,69.5,
USGS,kitzmiller,2017-09-28T00:00:00Z,68.8,
USGS,kitzmiller,2017-09-29T00:00:00Z,67.5,
USGS,kitzmiller,2017-09-30T00:00:00Z,68.7,
